context_date,target_public_rate,comp_set_median_rate,market_median_rate,proper_vs_comp_set_index,public_rate_pressure_index,high_demand_rate_flag,upgrade_opportunity_cost_proxy,refund_cost_pressure,quote_count,target_property_quote_count,comp_set_quote_count,limited_availability_share,free_cancellation_share,target_rating,comp_set_median_rating,target_hotel_class,comp_set_median_hotel_class,target_amenity_count,comp_set_median_amenity_count,rate_context_confidence,pricing_capture_method,pricing_provenance,pricing_context_note
2026-04-21,650,635,642,1.024,0.119,false,69,0.916,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-04-22,635,630,632,1.008,0.059,false,59,0.887,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-04-23,615,695,682,0.885,0,false,49,0.86,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-04-24,805,770,788,1.045,0.731,true,194,1.178,6,1,5,0.167,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-04-25,885,855,870,1.035,1,true,266,1.289,6,1,5,0.667,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-04-26,740,750,745,0.987,0.474,false,136,1.059,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-04-27,685,670,675,1.022,0.257,false,94,0.973,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-04-28,705,675,682,1.044,0.336,false,109,1.012,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-04-29,665,675,670,0.985,0.178,false,79,0.935,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-04-30,665,665,665,1.0,0.178,false,79,0.935,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-01,860,920,890,0.935,0.949,true,248,1.258,6,1,5,0.833,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-02,805,805,805,1.0,0.731,true,194,1.167,6,1,5,0.333,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-03,900,865,882,1.04,1,true,270,1.29,6,1,5,0.833,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-04,855,760,808,1.125,0.929,true,243,1.281,6,1,5,0.0,0.333,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-05,825,805,815,1.025,0.81,true,213,1.207,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-06,780,750,760,1.04,0.632,false,171,1.136,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-07,810,660,712,1.227,0.751,true,199,1.232,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-08,880,860,865,1.023,1,true,264,1.286,6,1,5,0.833,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-09,875,845,860,1.036,1,true,262,1.289,6,1,5,0.833,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-10,790,800,795,0.988,0.672,false,180,1.142,6,1,5,0.333,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-11,780,770,775,1.013,0.632,false,171,1.129,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-12,765,710,738,1.077,0.573,false,158,1.12,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-13,750,775,762,0.968,0.514,false,145,1.076,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-14,830,785,800,1.057,0.83,true,218,1.223,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-15,900,910,905,0.989,1,true,270,1.28,6,1,5,0.833,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-16,875,895,892,0.978,1,true,262,1.28,6,1,5,0.833,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-17,750,840,795,0.893,0.514,true,145,1.076,6,1,5,0.5,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-18,680,735,708,0.925,0.237,false,90,0.96,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-19,755,715,728,1.056,0.534,false,149,1.098,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-20,740,775,758,0.955,0.474,false,136,1.059,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-21,770,730,738,1.055,0.593,false,162,1.123,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-22,980,955,962,1.026,1,true,294,1.286,6,1,5,0.833,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-23,900,885,892,1.017,1,true,270,1.284,6,1,5,0.833,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-24,885,870,878,1.017,1,true,266,1.284,6,1,5,0.833,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-25,750,725,738,1.034,0.514,false,145,1.084,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-26,670,690,690,0.971,0.198,false,83,0.943,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-27,795,825,815,0.964,0.692,false,185,1.151,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-28,725,735,730,0.986,0.415,false,124,1.034,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-29,820,890,888,0.921,0.791,true,208,1.192,6,1,5,0.833,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-30,895,875,885,1.023,1,true,268,1.286,6,1,5,0.833,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-05-31,795,840,818,0.946,0.692,true,185,1.151,6,1,5,0.5,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-01,760,720,740,1.056,0.553,false,153,1.106,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-02,710,720,718,0.986,0.356,false,112,1.009,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-03,890,790,840,1.127,1,true,267,1.312,6,1,5,0.0,0.333,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-04,835,810,822,1.031,0.85,true,223,1.225,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-05,945,915,920,1.033,1,true,284,1.288,6,1,5,0.667,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-06,810,825,822,0.982,0.751,true,199,1.175,6,1,5,0.667,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-07,905,865,885,1.046,1,true,272,1.292,6,1,5,0.833,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-08,825,785,802,1.051,0.81,true,213,1.213,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-09,775,775,775,1.0,0.613,false,166,1.117,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-10,700,715,708,0.979,0.316,false,105,0.993,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-11,690,705,705,0.979,0.277,false,97,0.976,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-12,830,785,808,1.057,0.83,true,218,1.223,6,1,5,0.5,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-13,845,795,820,1.063,0.889,true,233,1.249,6,1,5,0.5,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-14,960,890,908,1.079,1,true,288,1.3,6,1,5,0.833,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-15,850,800,808,1.062,0.909,true,238,1.257,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-16,725,775,775,0.935,0.415,false,124,1.034,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-17,685,715,705,0.958,0.257,false,94,0.968,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-18,735,790,768,0.93,0.455,false,132,1.051,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-19,780,770,775,1.013,0.632,false,171,1.129,6,1,5,0.167,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-20,885,830,858,1.066,1,true,266,1.296,6,1,5,0.833,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-21,870,820,822,1.061,0.988,true,259,1.29,6,1,5,0.667,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-22,795,735,765,1.082,0.692,false,185,1.171,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-23,795,790,792,1.006,0.692,false,185,1.152,6,1,5,0.0,0.333,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-24,660,715,702,0.923,0.158,false,76,0.926,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-25,775,745,758,1.04,0.613,false,166,1.127,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-26,785,735,738,1.068,0.652,false,175,1.151,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-27,915,905,910,1.011,1,true,274,1.283,6,1,5,0.833,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-28,850,805,815,1.056,0.909,true,238,1.256,6,1,5,0.5,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-29,835,835,835,1.0,0.85,true,223,1.217,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-06-30,795,720,758,1.104,0.692,false,185,1.177,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-01,725,675,680,1.074,0.415,false,124,1.053,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-02,820,765,792,1.072,0.791,true,208,1.21,6,1,5,0.0,0.333,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-03,910,945,930,0.963,1,true,273,1.28,6,1,5,0.833,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-04,1025,960,962,1.068,1,true,308,1.297,6,1,5,0.833,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-05,1035,1030,1032,1.005,1,true,310,1.281,6,1,5,1.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-06,850,780,805,1.09,0.909,true,238,1.264,6,1,5,0.167,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-07,775,740,745,1.047,0.613,false,166,1.129,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-08,745,760,752,0.98,0.494,false,141,1.068,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-09,725,665,695,1.09,0.415,false,124,1.057,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-10,895,890,892,1.006,1,true,268,1.282,6,1,5,0.833,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-11,810,755,765,1.073,0.751,true,199,1.194,6,1,5,0.167,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-12,860,830,845,1.036,0.949,true,248,1.267,6,1,5,0.667,0.333,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-13,815,785,800,1.038,0.771,true,203,1.193,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-14,775,770,772,1.006,0.613,false,166,1.119,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-15,795,800,798,0.994,0.692,false,185,1.151,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-16,735,765,750,0.961,0.455,false,132,1.051,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-17,780,770,775,1.013,0.632,false,171,1.129,6,1,5,0.333,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-18,940,870,882,1.08,1,true,282,1.3,6,1,5,0.667,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-19,825,815,820,1.012,0.81,true,213,1.203,6,1,5,0.5,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-20,695,690,692,1.007,0.296,false,101,0.986,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-21,770,725,748,1.062,0.593,false,162,1.125,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-22,770,705,738,1.092,0.593,false,162,1.132,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-23,760,710,735,1.07,0.553,false,153,1.11,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-24,810,805,808,1.006,0.751,true,199,1.177,6,1,5,0.333,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-25,1010,965,988,1.047,1,true,303,1.292,6,1,5,0.833,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-26,935,870,892,1.075,1,true,280,1.299,6,1,5,0.833,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-27,845,820,820,1.03,0.889,true,233,1.241,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-28,715,650,682,1.1,0.375,false,116,1.043,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-29,770,810,790,0.951,0.593,false,162,1.109,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-30,710,695,702,1.022,0.356,false,112,1.015,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-07-31,800,815,808,0.982,0.711,false,189,1.159,6,1,5,0.333,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-01,800,795,798,1.006,0.711,false,189,1.16,6,1,5,0.167,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-02,925,875,898,1.057,1,true,278,1.294,6,1,5,0.833,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-03,820,830,825,0.988,0.791,true,208,1.192,6,1,5,0.167,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-04,780,780,780,1.0,0.632,false,171,1.126,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-05,745,720,725,1.035,0.494,false,141,1.076,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-06,720,760,740,0.947,0.395,false,120,1.026,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-07,905,905,905,1.0,1,true,272,1.28,6,1,5,0.833,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-08,895,890,892,1.006,1,true,268,1.282,6,1,5,0.833,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-09,845,810,828,1.043,0.889,true,233,1.244,6,1,5,0.5,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-08-10,725,780,752,0.929,0.415,false,124,1.034,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
