recommendation_id,recovery_case_id,service_ticket_id,pms_reservation_id,guest_tier,traveler_segment,stay_value,estimated_lifetime_value,reservation_match_confidence,crm_match_confidence,data_quality_flags,failure_category,failure_type,severity,hotel_responsibility_score,reported_in_stay,occupancy_pressure,target_property_name,has_rooftop_f_and_b,has_lobby_lounge,has_spa_wellness,has_pool_or_rooftop,has_parking_or_fee_recovery_context,property_context_confidence,property_context_provenance,public_review_risk_prior,review_context_confidence,review_context_provenance,event_pressure_index,weather_disruption_index,local_demand_pressure_index,high_local_demand_flag,demand_context_confidence,demand_context_provenance,public_rate_pressure_index,high_demand_rate_flag,target_public_rate,comp_set_median_rate,proper_vs_comp_set_index,upgrade_opportunity_cost_proxy,refund_cost_pressure,rate_context_confidence,pricing_provenance,repeat_comp_review_risk,room_type_mismatch,actual_comp_codes_normalized,actual_comp_face_value,actual_comp_internal_cost,comp_code,comp_label,recommended_comp_value,estimated_internal_cost,internal_cost_low,internal_cost_high,recommended_minus_actual_value,recommended_tier,recovery_need_score,profit_leakage_risk,review_risk_score,brand_impact_risk,expected_recovery_value,manager_review_flag,recommendation_stability,decision_confidence,policy_version,recommendation_reason_codes,recommendation_counterfactuals,recommendation_alternatives_json,recommendation_score_components_json,recommendation_assumptions,recommendation_explanation
rec_00191,case_00191,TKT000191,PMS000576,returning_guest,local_staycation,1620,5200,1.0,0.95,no_review_or_survey,f_and_b_service_lapse,process,2,0.7,false,0.486,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.084,0.22,false,0.32,sample_seed_local_demand_context,0.0,false,580,645,0.899,46,0.86,0.92,sample_seed_public_rate_shape,0,false,rooftop_f_and_b_credit,200,80,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,-50,3,46.77,0.291,0.375,0.417,206,false,1.0,high,smp-public-context-v1.0.0,hotel_responsible_failure;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 275, ""internal_cost_expected"": 151, ""internal_cost_high"": 206, ""internal_cost_low"": 82, ""policy_score"": 75.33}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 62.08}]","{""fit_score"": 1.05, ""leakage_penalty"": 15.0, ""operational_penalty"": 0.0, ""perceived_value"": 187.5, ""policy_score"": 188.24}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $150 Calabra or Palma dining credit for a returning guest with a severity 2 F&B service lapse reported after checkout. Estimated internal cost is $38-$90, not an observed property margin. Rationale: hotel responsible failure, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $275 Surya Spa or Recovery Suite credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00192,case_00192,TKT000192,PMS000740,new_guest,business_traveler,1360,2910,1.0,0.95,no_review_or_survey,room_readiness_delay,outcome,4,0.93,false,0.73,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.099,0.199,false,0.32,sample_seed_local_demand_context,0.613,false,775,745,1.04,166,1.127,0.92,sample_seed_public_rate_shape,0.2,false,rooftop_f_and_b_credit,170,68,late_checkout,late checkout,100,20,8,45,-70,4,69.03,0.09,0.622,0.653,221,false,0.815,high,smp-public-context-v1.0.0,hotel_responsible_failure;high_severity_issue;high_perceived_value_lower_estimated_cost;operational_pressure_changed_recovery,"Operational availability changed the recommendation: without this signal, the model would prefer room upgrade at $360.","[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 180, ""internal_cost_expected"": 72, ""internal_cost_high"": 108, ""internal_cost_low"": 45, ""policy_score"": 197.79}, {""comp_code"": ""future_stay_credit"", ""comp_label"": ""future-stay credit"", ""guest_facing_value"": 240, ""internal_cost_expected"": 144, ""internal_cost_high"": 204, ""internal_cost_low"": 72, ""policy_score"": 170.5}]","{""fit_score"": 0.932, ""leakage_penalty"": 8.0, ""operational_penalty"": 13.14, ""perceived_value"": 145.0, ""policy_score"": 201.71}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $100 late checkout for a new guest with a severity 4 room readiness delay reported after checkout. Estimated internal cost is $8-$45, not an observed property margin. Rationale: hotel responsible failure, high severity issue, high perceived value lower estimated cost, operational pressure changed recovery. Recommendation stability is 82%. The closest alternative was $180 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00193,case_00193,TKT000193,PMS001317,returning_guest,wellness_getaway,2040,3672,1.0,0.95,ltv_imputed;no_comp_record,housekeeping_miss,outcome,3,0.9,true,0.585,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.22,0.099,0.213,false,0.32,sample_seed_local_demand_context,0.0,false,595,640,0.93,48,0.86,0.92,sample_seed_public_rate_shape,0,false,,0,0,future_stay_credit,future-stay credit,240,144,72,204,240,4,58.73,0.539,0.466,0.521,267,false,0.778,moderate,smp-public-context-v1.0.0,hotel_responsible_failure;recoverable_before_checkout,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 180, ""internal_cost_expected"": 72, ""internal_cost_high"": 108, ""internal_cost_low"": 45, ""policy_score"": 118.77}, {""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 330, ""internal_cost_expected"": 182, ""internal_cost_high"": 248, ""internal_cost_low"": 99, ""policy_score"": 98.56}]","{""fit_score"": 0.56, ""leakage_penalty"": 36.0, ""operational_penalty"": 0.0, ""perceived_value"": 288.0, ""policy_score"": 136.1}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $240 future-stay credit for a returning guest with a severity 3 housekeeping miss reported before checkout. Estimated internal cost is $72-$204, not an observed property margin. Rationale: hotel responsible failure, recoverable before checkout. Recommendation stability is 78%. The closest alternative was $180 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00194,case_00194,TKT000194,PMS000411,returning_guest,design_leisure,5390,10870,1.0,0.95,no_review_or_survey,billing_or_fee_dispute,process,2,0.55,false,0.32,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.82,0.086,0.647,false,0.32,sample_seed_local_demand_context,0.553,true,760,820,0.927,153,1.092,0.92,sample_seed_public_rate_shape,0.2,false,rooftop_f_and_b_credit,210,84,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,-60,3,47.1,0.103,0.37,0.415,585,false,1.0,high,smp-public-context-v1.0.0,high_perceived_value_lower_estimated_cost;property_fit_changed_recovery,"Property fit changed the recommendation: without this signal, the model would prefer Palma lounge credit at $100.","[{""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 128.62}, {""comp_code"": ""parking_fee_waiver"", ""comp_label"": ""parking or destination-fee waiver"", ""guest_facing_value"": 85, ""internal_cost_expected"": 15, ""internal_cost_high"": 30, ""internal_cost_low"": 7, ""policy_score"": 105.41}]","{""fit_score"": 0.537, ""leakage_penalty"": 24.0, ""operational_penalty"": 0.0, ""perceived_value"": 187.5, ""policy_score"": 132.71}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $150 Calabra or Palma dining credit for a returning guest with a severity 2 billing or fee dispute reported after checkout. Estimated internal cost is $38-$90, not an observed property margin. Rationale: high perceived value lower estimated cost, property fit changed recovery. Recommendation stability is 100%. The closest alternative was $100 Palma lounge credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00195,case_00195,TKT000195,PMS001500,vip_guest,design_leisure,5300,41620,1.0,0.95,no_review_or_survey;no_comp_record,f_and_b_service_lapse,process,2,0.7,true,0.99,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.7,0.067,0.594,false,0.32,sample_seed_local_demand_context,0.988,true,870,820,1.061,259,1.29,0.92,sample_seed_public_rate_shape,0,false,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,3,51.3,0.051,0.375,0.437,1182,false,1.0,high,smp-public-context-v1.0.0,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 275, ""internal_cost_expected"": 151, ""internal_cost_high"": 206, ""internal_cost_low"": 82, ""policy_score"": 165.48}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 151.1}]","{""fit_score"": 1.05, ""leakage_penalty"": 15.0, ""operational_penalty"": 0.0, ""perceived_value"": 187.5, ""policy_score"": 280.92}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $150 Calabra or Palma dining credit for a vip guest with a severity 2 F&B service lapse reported before checkout. Estimated internal cost is $38-$90, not an observed property margin. Rationale: high guest relationship value, hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $275 Surya Spa or Recovery Suite credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00196,case_00196,TKT000196,PMS001077,returning_guest,design_leisure,1780,6290,1.0,0.95,,spa_wellness_service_issue,process,2,0.74,true,0.504,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.48,0.145,0.423,false,0.32,sample_seed_local_demand_context,0.711,false,800,800,1.0,189,1.159,0.92,sample_seed_public_rate_shape,0.2,false,lobby_lounge_credit,95,36,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,180,3,47.14,0.634,0.467,0.469,238,false,0.963,high,smp-public-context-v1.0.0,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 150, ""internal_cost_expected"": 60, ""internal_cost_high"": 90, ""internal_cost_low"": 38, ""policy_score"": 83.98}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 56.54}]","{""fit_score"": 1.043, ""leakage_penalty"": 60.4, ""operational_penalty"": 0.0, ""perceived_value"": 371.25, ""policy_score"": 330.96}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $275 Surya Spa or Recovery Suite credit for a returning guest with a severity 2 spa/wellness service issue reported before checkout. Estimated internal cost is $82-$206, not an observed property margin. Rationale: hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 96%. The closest alternative was $150 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00197,case_00197,TKT000197,PMS001536,new_guest,business_traveler,2440,5360,1.0,0.95,no_review_or_survey;no_comp_record,spa_wellness_service_issue,process,5,0.79,false,0.782,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.7,0.176,0.625,false,0.32,sample_seed_local_demand_context,0.889,true,845,810,1.043,233,1.244,0.92,sample_seed_public_rate_shape,0,false,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,400,220,120,300,400,5,78.71,0.484,0.698,0.738,455,true,1.0,high,smp-public-context-v1.0.0,hotel_responsible_failure;high_severity_issue;high_perceived_value_lower_estimated_cost;manager_review_required,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 220, ""internal_cost_expected"": 88, ""internal_cost_high"": 132, ""internal_cost_low"": 55, ""policy_score"": 240.25}, {""comp_code"": ""future_stay_credit"", ""comp_label"": ""future-stay credit"", ""guest_facing_value"": 215, ""internal_cost_expected"": 129, ""internal_cost_high"": 183, ""internal_cost_low"": 64, ""policy_score"": 139.96}]","{""fit_score"": 1.043, ""leakage_penalty"": 55.0, ""operational_penalty"": 0.0, ""perceived_value"": 540.0, ""policy_score"": 700.81}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $400 Surya Spa or Recovery Suite credit for a new guest with a severity 5 spa/wellness service issue reported after checkout. Estimated internal cost is $120-$300, not an observed property margin. Rationale: hotel responsible failure, high severity issue, high perceived value lower estimated cost, manager review required. Recommendation stability is 100%. The closest alternative was $220 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00198,case_00198,TKT000198,PMS001207,new_guest,business_traveler,2190,2680,1.0,0.95,no_review_or_survey,billing_or_fee_dispute,process,5,0.6,true,0.658,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.7,0.278,0.64,false,0.32,sample_seed_local_demand_context,1.0,true,925,875,1.057,278,1.294,0.92,sample_seed_public_rate_shape,0,false,spa_wellness_credit,345,190,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-165,4,68.57,0.236,0.681,0.683,305,false,1.0,moderate,smp-public-context-v1.0.0,high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery;property_fit_changed_recovery,"Public rate pressure changed the recommendation: without this signal, the model would prefer future-stay credit at $255. | Property fit changed the recommendation: without this signal, the model would prefer Palma lounge credit at $120.","[{""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 120, ""internal_cost_expected"": 46, ""internal_cost_high"": 66, ""internal_cost_low"": 30, ""policy_score"": 204.6}, {""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 330, ""internal_cost_expected"": 182, ""internal_cost_high"": 248, ""internal_cost_low"": 99, ""policy_score"": 194.66}]","{""fit_score"": 0.537, ""leakage_penalty"": 18.0, ""operational_penalty"": 0.0, ""perceived_value"": 225.0, ""policy_score"": 214.36}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $180 Calabra or Palma dining credit for a new guest with a severity 5 billing or fee dispute reported before checkout. Estimated internal cost is $45-$108, not an observed property margin. Rationale: high severity issue, recoverable before checkout, high perceived value lower estimated cost, public rate pressure changed recovery. Recommendation stability is 100%. The closest alternative was $120 Palma lounge credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00199,case_00199,TKT000199,PMS000337,new_guest,coastal_weekend,2750,5620,1.0,0.95,no_review_or_survey,room_readiness_delay,outcome,3,0.88,false,0.65,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.48,0.115,0.454,false,0.32,sample_seed_local_demand_context,0.751,true,810,760,1.066,199,1.192,0.92,sample_seed_public_rate_shape,0.2,false,late_checkout,115,23,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,65,4,60.17,0.188,0.518,0.556,383,false,1.0,moderate,smp-public-context-v1.0.0,hotel_responsible_failure;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery,"Public rate pressure changed the recommendation: without this signal, the model would prefer room upgrade at $360.","[{""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 120, ""internal_cost_expected"": 46, ""internal_cost_high"": 66, ""internal_cost_low"": 30, ""policy_score"": 180.1}, {""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 330, ""internal_cost_expected"": 182, ""internal_cost_high"": 248, ""internal_cost_low"": 99, ""policy_score"": 138.63}]","{""fit_score"": 0.859, ""leakage_penalty"": 28.8, ""operational_penalty"": 0.0, ""perceived_value"": 225.0, ""policy_score"": 253.29}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $180 Calabra or Palma dining credit for a new guest with a severity 3 room readiness delay reported after checkout. Estimated internal cost is $45-$108, not an observed property margin. Rationale: hotel responsible failure, high perceived value lower estimated cost, public rate pressure changed recovery. Recommendation stability is 100%. The closest alternative was $120 Palma lounge credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00200,case_00200,TKT000200,PMS001570,returning_guest,business_traveler,4260,7668,1.0,0.95,ltv_imputed;no_comp_record,spa_wellness_service_issue,process,3,0.74,true,0.652,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.48,0.029,0.384,false,0.32,sample_seed_local_demand_context,0.632,false,780,765,1.02,171,1.131,0.92,sample_seed_public_rate_shape,0,false,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,330,4,58.55,0.327,0.531,0.556,556,false,1.0,moderate,smp-public-context-v1.0.0,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""future_stay_credit"", ""comp_label"": ""future-stay credit"", ""guest_facing_value"": 250, ""internal_cost_expected"": 150, ""internal_cost_high"": 212, ""internal_cost_low"": 75, ""policy_score"": 141.58}, {""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 180, ""internal_cost_expected"": 72, ""internal_cost_high"": 108, ""internal_cost_low"": 45, ""policy_score"": 118.64}]","{""fit_score"": 1.043, ""leakage_penalty"": 45.5, ""operational_penalty"": 0.0, ""perceived_value"": 445.5, ""policy_score"": 455.98}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $330 Surya Spa or Recovery Suite credit for a returning guest with a severity 3 spa/wellness service issue reported before checkout. Estimated internal cost is $99-$248, not an observed property margin. Rationale: hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $250 future-stay credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00201,case_00201,TKT000201,PMS000036,new_guest,coastal_weekend,4480,5950,1.0,0.95,no_review_or_survey,room_readiness_delay,outcome,2,0.88,true,0.463,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.042,0.204,false,0.32,sample_seed_local_demand_context,0.277,false,690,605,1.14,97,1.011,0.92,sample_seed_public_rate_shape,0.2,false,lobby_lounge_credit,135,51,late_checkout,late checkout,85,17,7,38,-50,3,51.31,0.036,0.415,0.459,475,false,0.926,high,smp-public-context-v1.0.0,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""room_upgrade"", ""comp_label"": ""room upgrade"", ""guest_facing_value"": 300, ""internal_cost_expected"": 75, ""internal_cost_high"": 195, ""internal_cost_low"": 24, ""policy_score"": 164.79}, {""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 150, ""internal_cost_expected"": 60, ""internal_cost_high"": 90, ""internal_cost_low"": 38, ""policy_score"": 148.28}]","{""fit_score"": 0.932, ""leakage_penalty"": 6.8, ""operational_penalty"": 8.33, ""perceived_value"": 123.25, ""policy_score"": 172.07}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $85 late checkout for a new guest with a severity 2 room readiness delay reported before checkout. Estimated internal cost is $7-$38, not an observed property margin. Rationale: hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 93%. The closest alternative was $300 room upgrade; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00202,case_00202,TKT000202,PMS001102,returning_guest,design_leisure,3850,15170,1.0,0.95,severity_inferred,maintenance_issue,outcome,3,0.78,false,0.325,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.48,0.087,0.445,false,0.32,sample_seed_local_demand_context,0.534,false,755,765,0.987,149,1.084,0.92,sample_seed_public_rate_shape,0.2,false,spa_wellness_credit,395,217,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,-65,4,62.99,0.252,0.465,0.539,722,false,1.0,moderate,smp-public-context-v1.0.0,hotel_responsible_failure;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""room_upgrade"", ""comp_label"": ""room upgrade"", ""guest_facing_value"": 360, ""internal_cost_expected"": 90, ""internal_cost_high"": 234, ""internal_cost_low"": 29, ""policy_score"": 148.02}, {""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 180, ""internal_cost_expected"": 72, ""internal_cost_high"": 108, ""internal_cost_low"": 45, ""policy_score"": 111.19}]","{""fit_score"": 0.521, ""leakage_penalty"": 72.8, ""operational_penalty"": 0.0, ""perceived_value"": 445.5, ""policy_score"": 187.58}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $330 Surya Spa or Recovery Suite credit for a returning guest with a severity 3 maintenance issue reported after checkout. Estimated internal cost is $99-$248, not an observed property margin. Rationale: hotel responsible failure, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $360 room upgrade; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00203,case_00203,TKT000203,PMS000591,returning_guest,wellness_getaway,5110,13950,1.0,0.95,no_review_or_survey,billing_or_fee_dispute,process,1,0.55,true,0.79,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.22,0.442,0.36,false,0.32,sample_seed_local_demand_context,0.613,false,775,770,1.006,166,1.119,0.92,sample_seed_public_rate_shape,0,false,manager_note,0,0,parking_fee_waiver,parking or destination-fee waiver,75,14,6,26,75,2,36.12,0.03,0.266,0.309,472,false,1.0,high,smp-public-context-v1.0.0,recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 135, ""internal_cost_expected"": 54, ""internal_cost_high"": 81, ""internal_cost_low"": 34, ""policy_score"": 78.22}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 90, ""internal_cost_expected"": 34, ""internal_cost_high"": 50, ""internal_cost_low"": 22, ""policy_score"": 71.85}]","{""fit_score"": 0.683, ""leakage_penalty"": 3.5, ""operational_penalty"": 0.0, ""perceived_value"": 86.25, ""policy_score"": 96.05}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $75 parking or destination-fee waiver for a returning guest with a severity 1 billing or fee dispute reported before checkout. Estimated internal cost is $6-$26, not an observed property margin. Rationale: recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $135 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00204,case_00204,TKT000204,PMS001414,new_guest,design_leisure,1280,2620,1.0,0.95,no_review_or_survey,valet_or_parking_delay,process,1,0.62,false,0.541,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.78,0.13,0.652,false,0.32,sample_seed_local_demand_context,0.949,true,860,815,1.055,248,1.272,0.92,sample_seed_public_rate_shape,0.2,false,parking_fee_waiver,110,20,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,25,2,34.6,0.524,0.219,0.276,103,false,1.0,moderate,smp-public-context-v1.0.0,high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery,"Public rate pressure changed the recommendation: without this signal, the model would prefer parking or destination-fee waiver at $75.","[{""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 90, ""internal_cost_expected"": 34, ""internal_cost_high"": 50, ""internal_cost_low"": 22, ""policy_score"": 130.27}, {""comp_code"": ""amenity_gesture"", ""comp_label"": ""in-room amenity gesture"", ""guest_facing_value"": 50, ""internal_cost_expected"": 22, ""internal_cost_high"": 32, ""internal_cost_low"": 12, ""policy_score"": 118.16}]","{""fit_score"": 0.537, ""leakage_penalty"": 21.6, ""operational_penalty"": 0.0, ""perceived_value"": 168.75, ""policy_score"": 152.93}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $135 Calabra or Palma dining credit for a new guest with a severity 1 valet or parking delay reported after checkout. Estimated internal cost is $34-$81, not an observed property margin. Rationale: high perceived value lower estimated cost, public rate pressure changed recovery. Recommendation stability is 100%. The closest alternative was $90 Palma lounge credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
