comparison_version,policy_id,policy_label,policy_strategy,selection_eligible,recovery_case_id,guest_tier,failure_category,severity,hotel_responsibility_score,reported_in_stay,occupancy_pressure,high_demand_rate_flag,high_local_demand_flag,reservation_match_confidence,crm_match_confidence,reference_recovery_need_score,reference_recovery_tier,recommendation_status,selected_comp_code,selected_comp_label,selected_guest_facing_value,internal_cost_low,internal_cost_mid,internal_cost_high,issue_fit_score,selected_min_tier_fit,selected_max_tier_fit,adequacy_evaluable,recovery_adequate,safe_recovery_path,high_risk_case,high_risk_under_recovery,operational_infeasible,operational_pressure_review,fit_uncertainty_review,property_aligned_gesture,direct_room_refund,manager_review_required,manager_review_evaluable,data_hold_case,data_hold_compliant,tier_five_review_compliant,evaluation_provenance
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00077,loyalty_guest,valet_or_parking_delay,2,0.62,true,0.365,false,false,1.0,0.95,45.14,3,recommendation,parking_fee_waiver,parking or destination-fee waiver,85,7,15,30,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00077,loyalty_guest,valet_or_parking_delay,2,0.62,true,0.365,false,false,1.0,0.95,45.14,3,recommendation,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,82,151,206,0.25,3,5,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00077,loyalty_guest,valet_or_parking_delay,2,0.62,true,0.365,false,false,1.0,0.95,45.14,3,recommendation,parking_fee_waiver,parking or destination-fee waiver,85,7,15,30,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00078,new_guest,valet_or_parking_delay,2,0.62,true,0.48,false,false,1.0,0.95,41.68,2,reference_unknown,no_matched_comp_record,No matched synthetic comp record,0,0,0,0,0.0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00078,new_guest,valet_or_parking_delay,2,0.62,true,0.48,false,false,1.0,0.95,41.68,2,recommendation,parking_fee_waiver,parking or destination-fee waiver,75,6,14,26,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00078,new_guest,valet_or_parking_delay,2,0.62,true,0.48,false,false,1.0,0.95,41.68,2,recommendation,parking_fee_waiver,parking or destination-fee waiver,75,6,14,26,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00078,new_guest,valet_or_parking_delay,2,0.62,true,0.48,false,false,1.0,0.95,41.68,2,recommendation,parking_fee_waiver,parking or destination-fee waiver,75,6,14,26,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00078,new_guest,valet_or_parking_delay,2,0.62,true,0.48,false,false,1.0,0.95,41.68,2,recommendation,parking_fee_waiver,parking or destination-fee waiver,75,6,14,26,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00079,vip_guest,rooftop_pool_access_issue,2,0.64,true,0.622,false,false,1.0,0.95,49.27,3,reference_action,parking_fee_waiver,parking or destination-fee waiver,85,15,15,15,0.45,2,4,true,false,false,false,false,false,false,false,true,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00079,vip_guest,rooftop_pool_access_issue,2,0.64,true,0.622,false,false,1.0,0.95,49.27,3,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,38,60,90,0.86,2,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00079,vip_guest,rooftop_pool_access_issue,2,0.64,true,0.622,false,false,1.0,0.95,49.27,3,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,38,60,90,0.86,2,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00079,vip_guest,rooftop_pool_access_issue,2,0.64,true,0.622,false,false,1.0,0.95,49.27,3,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,38,60,90,0.86,2,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00079,vip_guest,rooftop_pool_access_issue,2,0.64,true,0.622,false,false,1.0,0.95,49.27,3,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,38,60,90,0.86,2,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00080,returning_guest,maintenance_issue,3,0.78,true,0.481,false,false,1.0,0.95,57.1,3,reference_action,amenity_gesture,in-room amenity gesture,0,0,0,0,0.7,1,3,true,true,true,false,false,false,false,false,true,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00080,returning_guest,maintenance_issue,3,0.78,true,0.481,false,false,1.0,0.95,57.1,3,recommendation,manager_note,manager note and personal follow-up,0,0,0,0,0.72,1,3,true,true,true,false,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00080,returning_guest,maintenance_issue,3,0.78,true,0.481,false,false,1.0,0.95,57.1,3,recommendation,manager_note,manager note and personal follow-up,0,0,0,0,0.72,1,3,true,true,true,false,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00080,returning_guest,maintenance_issue,3,0.78,true,0.481,false,false,1.0,0.95,57.1,3,recommendation,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,82,151,206,0.45,3,5,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00080,returning_guest,maintenance_issue,3,0.78,true,0.481,false,false,1.0,0.95,57.1,3,recommendation,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,82,151,206,0.45,3,5,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00081,new_guest,room_readiness_delay,3,0.88,true,0.567,false,false,1.0,0.95,59.89,4,reference_action,manager_note,manager note and personal follow-up,0,0,0,0,0.72,1,3,true,false,false,true,true,false,false,false,false,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00081,new_guest,room_readiness_delay,3,0.88,true,0.567,false,false,1.0,0.95,59.89,4,recommendation,late_checkout,late checkout,100,8,20,45,0.9,2,4,true,true,true,true,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00081,new_guest,room_readiness_delay,3,0.88,true,0.567,false,false,1.0,0.95,59.89,4,recommendation,late_checkout,late checkout,100,8,20,45,0.9,2,4,true,true,true,true,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00081,new_guest,room_readiness_delay,3,0.88,true,0.567,false,false,1.0,0.95,59.89,4,recommendation,room_upgrade,room upgrade,360,29,90,234,0.48,3,5,true,false,true,true,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00081,new_guest,room_readiness_delay,3,0.88,true,0.567,false,false,1.0,0.95,59.89,4,recommendation,room_upgrade,room upgrade,360,29,90,234,0.48,3,5,true,false,true,true,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00082,returning_guest,maintenance_issue,4,0.83,true,0.323,false,false,1.0,0.95,65.59,4,reference_action,late_checkout,late checkout,0,0,0,0,0.5,2,4,true,false,false,true,true,false,false,false,true,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00082,returning_guest,maintenance_issue,4,0.83,true,0.323,false,false,1.0,0.95,65.59,4,recommendation,partial_room_refund,partial room refund,175,175,175,175,0.8,4,5,true,true,true,true,false,false,false,false,false,true,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00082,returning_guest,maintenance_issue,4,0.83,true,0.323,false,false,1.0,0.95,65.59,4,recommendation,partial_room_refund,partial room refund,175,175,175,175,0.8,4,5,true,true,true,true,false,false,false,false,false,true,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00082,returning_guest,maintenance_issue,4,0.83,true,0.323,false,false,1.0,0.95,65.59,4,recommendation,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,99,182,248,0.45,3,5,true,false,true,true,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00082,returning_guest,maintenance_issue,4,0.83,true,0.323,false,false,1.0,0.95,65.59,4,recommendation,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,99,182,248,0.45,3,5,true,false,true,true,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00083,new_guest,noise_disruption,2,0.48,true,0.63,false,false,1.0,0.95,41.72,2,reference_action,rooftop_f_and_b_credit,Calabra or Palma dining credit,140,56,56,56,0.45,2,5,true,false,false,false,false,false,false,false,true,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00083,new_guest,noise_disruption,2,0.48,true,0.63,false,false,1.0,0.95,41.72,2,recommendation,late_checkout,late checkout,75,6,15,34,0.82,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00083,new_guest,noise_disruption,2,0.48,true,0.63,false,false,1.0,0.95,41.72,2,recommendation,late_checkout,late checkout,75,6,15,34,0.82,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00083,new_guest,noise_disruption,2,0.48,true,0.63,false,false,1.0,0.95,41.72,2,recommendation,late_checkout,late checkout,75,6,15,34,0.82,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00083,new_guest,noise_disruption,2,0.48,true,0.63,false,false,1.0,0.95,41.72,2,recommendation,late_checkout,late checkout,75,6,15,34,0.82,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00084,new_guest,housekeeping_miss,4,0.95,true,0.725,false,false,1.0,0.95,66.23,4,reference_unknown,no_matched_comp_record,No matched synthetic comp record,0,0,0,0,0.0,0,0,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00084,new_guest,housekeeping_miss,4,0.95,true,0.725,false,false,1.0,0.95,66.23,4,recommendation,amenity_gesture,in-room amenity gesture,65,16,29,42,0.8,1,3,true,false,false,true,true,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00084,new_guest,housekeeping_miss,4,0.95,true,0.725,false,false,1.0,0.95,66.23,4,recommendation,partial_room_refund,partial room refund,170,170,170,170,0.78,4,5,true,true,true,true,false,false,false,false,false,true,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00084,new_guest,housekeeping_miss,4,0.95,true,0.725,false,false,1.0,0.95,66.23,4,recommendation,future_stay_credit,future-stay credit,230,69,138,196,0.56,4,5,true,false,true,true,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00084,new_guest,housekeeping_miss,4,0.95,true,0.725,false,false,1.0,0.95,66.23,4,recommendation,future_stay_credit,future-stay credit,230,69,138,196,0.56,4,5,true,false,true,true,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00085,returning_guest,noise_disruption,2,0.48,true,0.801,false,false,1.0,0.95,47.59,3,reference_action,lobby_lounge_credit,Palma lounge credit,0,0,0,0,0.52,2,4,true,false,false,false,false,false,false,false,true,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00085,returning_guest,noise_disruption,2,0.48,true,0.801,false,false,1.0,0.95,47.59,3,recommendation,late_checkout,late checkout,85,7,17,38,0.82,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00085,returning_guest,noise_disruption,2,0.48,true,0.801,false,false,1.0,0.95,47.59,3,recommendation,late_checkout,late checkout,85,7,17,38,0.82,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00085,returning_guest,noise_disruption,2,0.48,true,0.801,false,false,1.0,0.95,47.59,3,recommendation,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,82,151,206,0.62,3,5,true,true,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00085,returning_guest,noise_disruption,2,0.48,true,0.801,false,false,1.0,0.95,47.59,3,recommendation,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,82,151,206,0.62,3,5,true,true,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00086,vip_guest,room_assignment_expectation_gap,3,0.74,false,0.704,false,false,0.78,0.95,60.81,4,reference_action,rooftop_f_and_b_credit,Calabra or Palma dining credit,190,76,76,76,0.45,2,5,true,false,false,true,true,false,false,false,true,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00086,vip_guest,room_assignment_expectation_gap,3,0.74,false,0.704,false,false,0.78,0.95,60.81,4,recommendation,future_stay_credit,future-stay credit,360,108,216,306,0.78,4,5,true,true,true,true,false,false,false,false,false,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00086,vip_guest,room_assignment_expectation_gap,3,0.74,false,0.704,false,false,0.78,0.95,60.81,4,recommendation,future_stay_credit,future-stay credit,360,108,216,306,0.78,4,5,true,true,true,true,false,false,false,false,false,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00086,vip_guest,room_assignment_expectation_gap,3,0.74,false,0.704,false,false,0.78,0.95,60.81,4,recommendation,future_stay_credit,future-stay credit,360,108,216,306,0.78,4,5,true,true,true,true,false,false,false,false,false,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00086,vip_guest,room_assignment_expectation_gap,3,0.74,false,0.704,false,false,0.78,0.95,60.81,4,recommendation,future_stay_credit,future-stay credit,360,108,216,306,0.78,4,5,true,true,true,true,false,false,false,false,false,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00087,vip_guest,valet_or_parking_delay,2,0.62,true,0.578,false,false,0.78,0.95,48.04,3,reference_unknown,no_matched_comp_record,No matched synthetic comp record,0,0,0,0,0.0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00087,vip_guest,valet_or_parking_delay,2,0.62,true,0.578,false,false,0.78,0.95,48.04,3,recommendation,parking_fee_waiver,parking or destination-fee waiver,85,7,15,30,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00087,vip_guest,valet_or_parking_delay,2,0.62,true,0.578,false,false,0.78,0.95,48.04,3,recommendation,parking_fee_waiver,parking or destination-fee waiver,85,7,15,30,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00087,vip_guest,valet_or_parking_delay,2,0.62,true,0.578,false,false,0.78,0.95,48.04,3,recommendation,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,82,151,206,0.25,3,5,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00087,vip_guest,valet_or_parking_delay,2,0.62,true,0.578,false,false,0.78,0.95,48.04,3,recommendation,parking_fee_waiver,parking or destination-fee waiver,85,7,15,30,0.9,2,4,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00088,new_guest,room_assignment_expectation_gap,3,0.74,true,0.55,false,false,1.0,0.95,56.22,3,reference_unknown,no_matched_comp_record,No matched synthetic comp record,0,0,0,0,0.0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00088,new_guest,room_assignment_expectation_gap,3,0.74,true,0.55,false,false,1.0,0.95,56.22,3,recommendation,room_upgrade,room upgrade,300,24,75,195,0.9,3,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00088,new_guest,room_assignment_expectation_gap,3,0.74,true,0.55,false,false,1.0,0.95,56.22,3,recommendation,room_upgrade,room upgrade,300,24,75,195,0.9,3,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00088,new_guest,room_assignment_expectation_gap,3,0.74,true,0.55,false,false,1.0,0.95,56.22,3,recommendation,room_upgrade,room upgrade,300,24,75,195,0.9,3,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00088,new_guest,room_assignment_expectation_gap,3,0.74,true,0.55,false,false,1.0,0.95,56.22,3,recommendation,room_upgrade,room upgrade,300,24,75,195,0.9,3,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00089,new_guest,housekeeping_miss,4,0.95,true,0.507,false,false,1.0,0.95,67.59,4,reference_unknown,no_matched_comp_record,No matched synthetic comp record,0,0,0,0,0.0,0,0,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00089,new_guest,housekeeping_miss,4,0.95,true,0.507,false,false,1.0,0.95,67.59,4,recommendation,amenity_gesture,in-room amenity gesture,65,16,29,42,0.8,1,3,true,false,false,true,true,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00089,new_guest,housekeeping_miss,4,0.95,true,0.507,false,false,1.0,0.95,67.59,4,recommendation,partial_room_refund,partial room refund,185,185,185,185,0.78,4,5,true,true,true,true,false,false,false,false,false,true,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00089,new_guest,housekeeping_miss,4,0.95,true,0.507,false,false,1.0,0.95,67.59,4,recommendation,future_stay_credit,future-stay credit,250,75,150,212,0.56,4,5,true,false,true,true,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00089,new_guest,housekeeping_miss,4,0.95,true,0.507,false,false,1.0,0.95,67.59,4,recommendation,future_stay_credit,future-stay credit,250,75,150,212,0.56,4,5,true,false,true,true,false,false,false,true,false,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00090,loyalty_guest,f_and_b_service_lapse,2,0.7,false,0.944,true,false,1.0,0.95,52.63,3,reference_action,partial_room_refund,partial room refund,300,300,300,300,0.5,4,5,true,false,false,false,false,false,false,false,false,true,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00090,loyalty_guest,f_and_b_service_lapse,2,0.7,false,0.944,true,false,1.0,0.95,52.63,3,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,38,60,90,0.88,2,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00090,loyalty_guest,f_and_b_service_lapse,2,0.7,false,0.944,true,false,1.0,0.95,52.63,3,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,38,60,90,0.88,2,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00090,loyalty_guest,f_and_b_service_lapse,2,0.7,false,0.944,true,false,1.0,0.95,52.63,3,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,38,60,90,0.88,2,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00090,loyalty_guest,f_and_b_service_lapse,2,0.7,false,0.944,true,false,1.0,0.95,52.63,3,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,38,60,90,0.88,2,5,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00091,returning_guest,room_assignment_expectation_gap,3,0.74,true,0.895,true,false,0.78,0.95,54.54,3,reference_action,late_checkout,late checkout,110,22,22,22,0.5,2,4,true,false,false,false,false,false,true,false,true,false,false,false,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,tiered_standardization,Tiered standardization,highest_issue_fit,true,case_00091,returning_guest,room_assignment_expectation_gap,3,0.74,true,0.895,true,false,0.78,0.95,54.54,3,recommendation,room_upgrade,room upgrade,300,24,75,195,0.9,3,5,true,true,true,false,false,false,true,false,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,cost_guardrail,Guardrailed recovery,lowest_cost_adequate,true,case_00091,returning_guest,room_assignment_expectation_gap,3,0.74,true,0.895,true,false,0.78,0.95,54.54,3,recommendation,room_upgrade,room upgrade,300,24,75,195,0.9,3,5,true,true,true,false,false,false,true,false,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,recovery_first,Recovery first,highest_perceived_recovery,true,case_00091,returning_guest,room_assignment_expectation_gap,3,0.74,true,0.895,true,false,0.78,0.95,54.54,3,recommendation,room_upgrade,room upgrade,300,24,75,195,0.9,3,5,true,true,true,false,false,false,true,false,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,intelligent_generosity,Intelligent generosity,context_aware_policy_engine,true,case_00091,returning_guest,room_assignment_expectation_gap,3,0.74,true,0.895,true,false,0.78,0.95,54.54,3,recommendation,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,38,60,90,0.45,2,5,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,synthetic_case_policy_assumption
comp-policy-comparison-v1.0.0,synthetic_discretionary_baseline,Synthetic discretionary baseline,replay_synthetic_history,false,case_00092,loyalty_guest,rooftop_pool_access_issue,1,0.64,true,0.736,false,false,1.0,0.95,40.15,2,reference_action,room_upgrade,room upgrade,300,75,75,75,0.16,3,5,true,false,false,false,false,false,false,false,true,false,false,false,false,true,true,synthetic_case_policy_assumption
