audit_id,recovery_case_id,service_ticket_id,pms_reservation_id,audit_class,audit_flags,recommended_action,guest_tier,traveler_segment,failure_category,severity,recovery_need_score,review_risk_score,stay_value,estimated_lifetime_value,public_rate_pressure_index,high_demand_rate_flag,target_public_rate,comp_set_median_rate,rate_context_confidence,pricing_provenance,actual_comp_codes_normalized,actual_comp_face_value,actual_comp_internal_cost,recommended_comp_code,recommended_comp_label,recommended_comp_value,recommended_internal_cost,recommended_internal_cost_low,recommended_internal_cost_high,recommended_minus_actual_value,internal_cost_delta,manager_review_flag,decision_confidence,recommendation_stability,policy_id,policy_version,reservation_match_confidence,crm_match_confidence,data_quality_flags,recommendation_reason_codes
audit_00097,case_00097,TKT000097,PMS000831,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,local_staycation,f_and_b_service_lapse,3,51.7,0.479,1340,1630,0.652,false,785,710,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00098,case_00098,TKT000098,PMS001097,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,rooftop_pool_access_issue,3,50.55,0.479,700,1190,0.632,false,780,705,0.92,sample_seed_public_rate_shape,parking_fee_waiver,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00099,case_00099,TKT000099,PMS000631,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,event_or_suite_guest,wellness_getaway,room_readiness_delay,3,64.46,0.518,4080,25030,0.613,false,775,750,0.92,sample_seed_public_rate_shape,,0,0,future_stay_credit,future-stay credit,355,213,106,302,355,213,false,high,0.926,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout
audit_00100,case_00100,TKT000100,PMS000408,over_comped,high_severity,Review downward variance between the matched synthetic action and context-engine recommendation.,new_guest,coastal_weekend,billing_or_fee_dispute,4,61.69,0.577,1560,3410,0.731,true,805,795,0.92,sample_seed_public_rate_shape,room_upgrade,285,71,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-105,1,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_severity_issue;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery;property_fit_changed_recovery
audit_00101,case_00101,TKT000101,PMS000037,under_recovered,,Review upward variance between the matched synthetic action and context-engine recommendation.,new_guest,wellness_getaway,housekeeping_miss,3,60.58,0.513,3000,4710,0.534,false,755,765,0.92,sample_seed_public_rate_shape,manager_note,0,0,future_stay_credit,future-stay credit,260,156,78,221,260,156,false,high,0.889,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure
audit_00102,case_00102,TKT000102,PMS001208,aligned_recovery,high_review_risk;high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,event_or_wedding,room_readiness_delay,5,75.4,0.726,1290,2710,0.0,false,605,540,0.92,sample_seed_public_rate_shape,partial_room_refund,435,435,room_upgrade,room upgrade,360,90,29,234,-75,-345,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;high_review_risk;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00103,case_00103,TKT000103,PMS001070,under_recovered,high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,new_guest,design_leisure,maintenance_issue,4,69.63,0.608,960,1530,0.375,false,715,700,0.92,sample_seed_public_rate_shape,spa_wellness_credit,230,127,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,100,55,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;high_perceived_value_lower_estimated_cost
audit_00104,case_00104,TKT000104,PMS000439,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,billing_or_fee_dispute,3,50.05,0.498,1560,3140,0.277,false,690,745,0.92,sample_seed_public_rate_shape,parking_fee_waiver,100,18,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,-15,-3,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00105,case_00105,TKT000105,PMS000452,aligned_recovery,severity_inferred,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,coastal_weekend,f_and_b_service_lapse,2,45.98,0.432,1420,2650,0.119,false,650,590,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,185,74,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,-35,-14,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00106,case_00106,TKT000106,PMS000006,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,loyalty_guest,business_traveler,room_readiness_delay,2,50.16,0.415,840,3550,1.0,true,1010,965,0.92,sample_seed_public_rate_shape,amenity_gesture,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00107,case_00107,TKT000107,PMS001451,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,returning_guest,business_traveler,noise_disruption,3,54.41,0.558,4200,16070,0.04,false,630,640,0.92,sample_seed_public_rate_shape,late_checkout,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00108,case_00108,TKT000108,PMS000067,data_quality_hold,severity_inferred;no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,local_staycation,room_assignment_expectation_gap,3,59.02,0.501,2920,6410,0.85,true,835,810,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,180,72,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00109,case_00109,TKT000109,PMS001148,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,family_beach_trip,f_and_b_service_lapse,1,36.04,0.248,3700,10170,0.178,false,665,635,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,135,54,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00110,case_00110,TKT000110,PMS000409,under_recovered,,Review upward variance between the matched synthetic action and context-engine recommendation.,vip_guest,coastal_weekend,room_assignment_expectation_gap,3,59.77,0.501,2820,17260,0.494,false,745,720,0.92,sample_seed_public_rate_shape,amenity_gesture,55,25,room_upgrade,room upgrade,360,90,29,234,305,65,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00111,case_00111,TKT000111,PMS001532,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,room_readiness_delay,2,48.83,0.455,3450,5070,0.81,true,825,815,0.92,sample_seed_public_rate_shape,late_checkout,100,20,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,50,40,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00112,case_00112,TKT000112,PMS000720,under_recovered,,Review upward variance between the matched synthetic action and context-engine recommendation.,returning_guest,wellness_getaway,room_assignment_expectation_gap,3,56.3,0.526,2160,8840,0.534,false,755,710,0.92,sample_seed_public_rate_shape,late_checkout,65,13,room_upgrade,room upgrade,300,75,24,195,235,62,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00113,case_00113,TKT000113,PMS000858,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,new_guest,local_staycation,billing_or_fee_dispute,4,63.78,0.577,4200,8590,0.257,false,685,725,0.92,sample_seed_public_rate_shape,,0,0,parking_fee_waiver,parking or destination-fee waiver,100,18,8,35,100,18,false,high,0.889,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,high_severity_issue;high_perceived_value_lower_estimated_cost
audit_00114,case_00114,TKT000114,PMS000670,under_recovered,high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,new_guest,coastal_weekend,room_assignment_expectation_gap,4,63.66,0.605,1540,1730,0.553,false,760,710,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,140,53,room_upgrade,room upgrade,360,90,29,234,220,37,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00115,case_00115,TKT000115,PMS000002,under_recovered,,Review upward variance between the matched synthetic action and context-engine recommendation.,loyalty_guest,business_traveler,room_assignment_expectation_gap,3,56.12,0.501,1420,2556,0.356,false,710,665,0.92,sample_seed_public_rate_shape,amenity_gesture,65,29,room_upgrade,room upgrade,300,75,24,195,235,46,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed;no_review_or_survey,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00116,case_00116,TKT000116,PMS001322,aligned_recovery,severity_inferred,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,loyalty_guest,wellness_getaway,noise_disruption,2,47.73,0.381,3450,21150,1.0,true,935,870,0.92,sample_seed_public_rate_shape,partial_room_refund,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,moderate,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_review_or_survey,high_guest_relationship_value;high_perceived_value_lower_estimated_cost
audit_00117,case_00117,TKT000117,PMS000493,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,wellness_getaway,f_and_b_service_lapse,3,54.78,0.479,2790,8180,0.692,false,795,800,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00118,case_00118,TKT000118,PMS001325,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,new_guest,coastal_weekend,room_assignment_expectation_gap,4,64.73,0.526,4020,7380,0.158,false,660,705,0.92,sample_seed_public_rate_shape,,0,0,room_upgrade,room upgrade,360,90,29,234,360,90,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,no_comp_record,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00119,case_00119,TKT000119,PMS000974,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,vip_guest,design_leisure,maintenance_issue,4,74.33,0.529,3640,20510,0.514,false,750,745,0.92,sample_seed_public_rate_shape,,0,0,future_stay_credit,future-stay credit,320,192,96,272,320,192,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,high_guest_relationship_value;hotel_responsible_failure;high_severity_issue
audit_00120,case_00120,TKT000120,PMS000162,data_quality_hold,severity_inferred;no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,family_beach_trip,billing_or_fee_dispute,2,48.62,0.37,6230,23220,0.613,false,775,775,0.92,sample_seed_public_rate_shape,,0,0,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,85,15,false,moderate,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_review_or_survey;no_comp_record,high_perceived_value_lower_estimated_cost
audit_00121,case_00121,TKT000121,PMS000986,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,room_assignment_expectation_gap,3,53.28,0.39,2040,3672,1.0,true,965,925,0.92,sample_seed_public_rate_shape,late_checkout,80,16,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,70,44,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00122,case_00122,TKT000122,PMS000523,under_recovered,high_review_risk;high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,returning_guest,coastal_weekend,maintenance_issue,5,74.1,0.712,750,2070,0.296,false,695,690,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,130,52,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,200,130,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;high_review_risk;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00123,case_00123,TKT000123,PMS001465,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,local_staycation,room_readiness_delay,5,75.55,0.655,4260,7668,0.593,false,770,700,0.92,sample_seed_public_rate_shape,future_stay_credit,350,210,room_upgrade,room upgrade,360,90,29,234,10,-120,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00124,case_00124,TKT000124,PMS001448,data_quality_hold,severity_inferred;no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,wellness_getaway,maintenance_issue,3,58.76,0.457,680,3710,0.217,false,675,625,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,330,182,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_comp_record,high_guest_relationship_value;hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00125,case_00125,TKT000125,PMS001292,over_comped,high_severity,Review downward variance between the matched synthetic action and context-engine recommendation.,new_guest,event_or_wedding,f_and_b_service_lapse,4,59.14,0.456,2360,3600,1.0,true,895,890,0.92,sample_seed_public_rate_shape,room_upgrade,275,69,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-95,3,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00126,case_00126,TKT000126,PMS000418,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,noise_disruption,3,50.92,0.485,5040,6920,0.751,true,810,660,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,175,70,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,100,81,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,no_review_or_survey,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00127,case_00127,TKT000127,PMS001145,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,family_beach_trip,room_assignment_expectation_gap,3,53.83,0.501,1340,2180,0.059,false,635,570,0.92,sample_seed_public_rate_shape,,0,0,room_upgrade,room upgrade,300,75,24,195,300,75,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00128,case_00128,TKT000128,PMS000457,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,coastal_weekend,housekeeping_miss,3,57.24,0.513,1800,2730,0.514,false,750,730,0.92,sample_seed_public_rate_shape,late_checkout,75,15,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,75,45,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00129,case_00129,TKT000129,PMS000872,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,design_leisure,spa_wellness_service_issue,3,53.57,0.443,1200,2160,0.791,true,820,760,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,115,44,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,160,107,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00130,case_00130,TKT000130,PMS000078,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,vip_guest,wellness_getaway,f_and_b_service_lapse,3,60.15,0.528,3280,22850,0.0,false,600,625,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,190,76,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-10,-4,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;property_fit_changed_recovery
audit_00131,case_00131,TKT000131,PMS000247,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,wellness_getaway,room_readiness_delay,3,57.61,0.518,2200,3900,1.0,true,895,875,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00132,case_00132,TKT000132,PMS000385,data_quality_hold,severity_inferred;no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,coastal_weekend,valet_or_parking_delay,2,48.23,0.374,4130,8590,0.415,false,725,695,0.92,sample_seed_public_rate_shape,,0,0,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,85,15,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,severity_inferred;no_comp_record,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00133,case_00133,TKT000133,PMS001454,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,new_guest,design_leisure,room_assignment_expectation_gap,4,64.6,0.605,2600,4800,1.0,true,880,860,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,180,72,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00134,case_00134,TKT000134,PMS000242,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,loyalty_guest,event_or_wedding,rooftop_pool_access_issue,3,56.22,0.479,1520,7460,1.0,true,925,875,0.92,sample_seed_public_rate_shape,amenity_gesture,65,29,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,85,31,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_guest_relationship_value;high_perceived_value_lower_estimated_cost
audit_00135,case_00135,TKT000135,PMS001332,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,new_guest,event_or_wedding,valet_or_parking_delay,4,60.34,0.565,2670,3780,0.731,true,805,770,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,180,72,false,moderate,0.889,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery;property_fit_changed_recovery
audit_00136,case_00136,TKT000136,PMS000341,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,design_leisure,rooftop_pool_access_issue,1,34.66,0.264,1340,2412,0.178,false,665,635,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,135,54,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed;no_comp_record,high_guest_relationship_value;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00137,case_00137,TKT000137,PMS000175,data_quality_hold,weak_identity_or_reservation_match;severity_inferred;manager_review_model_flag;low_decision_confidence,Resolve source matching or missing reference action before comparing policies.,vip_guest,coastal_weekend,room_assignment_expectation_gap,3,56.45,0.501,650,1170,0.02,false,625,630,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,160,64,room_upgrade,room upgrade,300,75,24,195,140,11,true,low,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.58,0.95,low_reservation_match_confidence;severity_inferred;ltv_imputed;no_review_or_survey,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;manager_review_required
audit_00138,case_00138,TKT000138,PMS000867,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,design_leisure,spa_wellness_service_issue,4,66.67,0.594,2010,8720,0.336,false,705,670,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,330,182,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,no_review_or_survey;no_comp_record,high_guest_relationship_value;hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00139,case_00139,TKT000139,PMS000011,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,returning_guest,event_or_wedding,room_readiness_delay,3,55.52,0.423,750,2400,0.711,false,800,720,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,110,42,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,40,18,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;operational_pressure_changed_recovery
audit_00140,case_00140,TKT000140,PMS001168,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,vip_guest,coastal_weekend,f_and_b_service_lapse,3,55.54,0.479,890,6510,1.0,true,880,860,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00141,case_00141,TKT000141,PMS000236,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,loyalty_guest,coastal_weekend,rooftop_pool_access_issue,3,53.37,0.479,1280,5190,0.296,false,695,765,0.92,sample_seed_public_rate_shape,late_checkout,105,21,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,45,39,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_guest_relationship_value;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00142,case_00142,TKT000142,PMS000214,under_recovered,high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,new_guest,business_traveler,noise_disruption,4,56.22,0.566,1400,2980,1.0,true,885,870,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,75,28,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,200,123,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00143,case_00143,TKT000143,PMS000378,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,local_staycation,valet_or_parking_delay,2,43.57,0.337,1240,5360,0.079,false,640,665,0.92,sample_seed_public_rate_shape,,0,0,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,85,15,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,high_guest_relationship_value;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00144,case_00144,TKT000144,PMS000144,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,new_guest,local_staycation,housekeeping_miss,4,64.57,0.562,620,1180,0.613,false,775,770,0.92,sample_seed_public_rate_shape,,0,0,future_stay_credit,future-stay credit,215,129,64,183,215,129,false,high,0.889,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout
audit_00145,case_00145,TKT000145,PMS001028,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,housekeeping_miss,4,66.2,0.616,790,930,1.0,true,900,910,0.92,sample_seed_public_rate_shape,spa_wellness_credit,395,217,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-215,-145,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00146,case_00146,TKT000146,PMS000024,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,maintenance_issue,4,63.28,0.497,1440,3070,0.158,false,660,635,0.92,sample_seed_public_rate_shape,room_upgrade,300,75,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,30,107,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
