sample_row_id,source_row_number,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,stay_nights,room_type_mismatch
booking_sample_0119,14126,Resort Hotel,0,6,2017,April,16,17,1,2,1,0,0,BB,NULL,Corporate,TA/TO,0,0,4,A,A,1,No Deposit,NULL,356,0,Transient,45,0,0,Check-Out,2017-04-20,3,false
booking_sample_0120,14214,Resort Hotel,0,120,2017,July,26,1,2,6,2,0,0,BB,PRT,Direct,Direct,0,0,2,D,D,1,No Deposit,250,NULL,0,Transient,144,1,1,Check-Out,2017-07-09,8,false
booking_sample_0121,14358,Resort Hotel,0,3,2015,September,36,3,0,3,2,0,0,BB,ITA,Corporate,Direct,0,0,0,A,C,0,No Deposit,NULL,268,0,Transient-Party,98,0,0,Check-Out,2015-09-06,3,true
booking_sample_0122,14364,Resort Hotel,0,0,2015,December,50,9,0,1,1,0,0,BB,NULL,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,38,1,0,Check-Out,2015-12-10,1,true
booking_sample_0123,14476,Resort Hotel,0,0,2017,January,3,16,1,1,1,0,0,BB,NULL,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,154,0,Transient,35,0,0,Check-Out,2017-01-18,2,false
booking_sample_0124,14542,Resort Hotel,0,0,2015,December,52,21,1,0,2,0,0,BB,NULL,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,69,1,0,Check-Out,2015-12-22,1,false
booking_sample_0125,14573,Resort Hotel,0,0,2016,March,12,18,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,1,A,F,1,No Deposit,NULL,NULL,0,Transient,88,0,0,Check-Out,2016-03-19,1,true
booking_sample_0126,14689,Resort Hotel,1,259,2015,September,38,17,0,3,2,0,0,BB,GBR,Groups,Corporate,0,1,0,A,A,0,Non Refund,NULL,223,0,Transient,40.05,0,0,Canceled,2015-01-21,3,false
booking_sample_0127,14780,Resort Hotel,1,275,2015,October,41,4,2,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,208,NULL,0,Transient,50,0,0,Canceled,2015-01-30,2,false
booking_sample_0128,14980,Resort Hotel,1,166,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,24,0,A,A,0,Non Refund,NULL,NULL,0,Transient,121.5,0,0,Canceled,2015-04-28,2,false
booking_sample_0129,15072,Resort Hotel,0,0,2017,January,5,31,0,4,1,0,0,BB,PRT,Direct,Direct,1,0,7,A,D,0,No Deposit,NULL,NULL,0,Transient,47,1,1,Check-Out,2017-02-04,4,true
booking_sample_0130,15164,Resort Hotel,1,244,2015,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,24,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,2015-06-17,7,false
booking_sample_0131,15188,Resort Hotel,1,253,2015,September,37,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,NULL,0,Transient,58.95,0,0,Canceled,2015-06-17,7,false
booking_sample_0132,15271,Resort Hotel,1,144,2015,July,27,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,123,0,1,Canceled,2015-06-30,2,false
booking_sample_0133,15562,Resort Hotel,0,57,2015,July,29,18,2,6,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient-Party,135,0,1,Check-Out,2015-07-26,8,false
booking_sample_0134,15778,Resort Hotel,0,222,2017,July,29,22,2,5,2,0,1,HB,PRT,Direct,Direct,1,0,1,E,E,1,No Deposit,NULL,NULL,0,Transient,185.5,0,2,Check-Out,2017-07-29,7,false
booking_sample_0135,15994,Resort Hotel,0,0,2015,August,33,9,1,0,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,126,0,0,Check-Out,2015-08-10,1,false
booking_sample_0136,16065,Resort Hotel,0,35,2015,August,33,10,1,2,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,167.09,0,1,Check-Out,2015-08-13,3,false
booking_sample_0137,16161,Resort Hotel,0,181,2015,August,33,10,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115,NULL,0,Contract,110.7,0,1,Check-Out,2015-08-17,7,false
booking_sample_0138,16163,Resort Hotel,0,220,2015,August,33,10,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Contract,112.63,0,0,Check-Out,2015-08-17,7,false
booking_sample_0139,16585,Resort Hotel,0,65,2015,August,35,29,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,93.4,0,0,Check-Out,2015-09-03,5,true
booking_sample_0140,16733,Resort Hotel,0,52,2016,April,17,22,2,2,2,0,0,BB,PRT,Direct,Direct,1,0,1,G,G,0,No Deposit,NULL,NULL,0,Transient,124.25,1,1,Check-Out,2016-04-26,4,false
booking_sample_0141,16943,Resort Hotel,0,0,2015,September,38,16,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,129,1,1,Check-Out,2015-09-18,2,false
booking_sample_0142,17005,Resort Hotel,0,239,2015,September,38,19,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,248,NULL,0,Transient-Party,80,0,0,Check-Out,2015-09-21,2,true
booking_sample_0143,17162,Resort Hotel,0,1,2015,September,39,26,1,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,240,NULL,0,Transient,97,1,1,Check-Out,2015-09-28,2,true
booking_sample_0144,17341,Resort Hotel,0,0,2015,October,41,5,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,56,0,0,Check-Out,2015-10-06,1,false
booking_sample_0145,17374,Resort Hotel,0,273,2015,October,41,4,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314,NULL,0,Contract,48.6,0,0,Check-Out,2015-10-08,4,false
booking_sample_0146,17831,Resort Hotel,0,292,2015,October,43,21,0,2,1,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,208,NULL,0,Transient-Party,60,0,0,Check-Out,2015-10-23,2,true
booking_sample_0147,17899,Resort Hotel,0,52,2015,October,43,19,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,177,NULL,0,Transient,64.88,0,0,Check-Out,2015-10-26,7,true
booking_sample_0148,18111,Resort Hotel,0,1,2015,November,45,4,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,88,0,Transient,35,0,0,Check-Out,2015-11-05,1,false
booking_sample_0149,18151,Resort Hotel,0,23,2015,November,45,2,1,5,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,324,324,0,Transient,86.4,0,0,Check-Out,2015-11-08,6,false
booking_sample_0150,18287,Resort Hotel,0,24,2015,November,45,3,3,10,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334,281,0,Transient-Party,40,0,0,Check-Out,2015-11-16,13,false
booking_sample_0151,18532,Resort Hotel,0,184,2015,November,47,19,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Transient,26.1,0,0,Check-Out,2015-11-23,4,false
booking_sample_0152,18569,Resort Hotel,0,12,2015,November,47,21,2,1,1,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient,25,0,0,Check-Out,2015-11-24,3,false
booking_sample_0153,18609,Resort Hotel,0,1,2015,November,48,24,0,1,2,0,0,BB,UKR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48,0,2,Check-Out,2015-11-25,1,false
booking_sample_0154,18621,Resort Hotel,0,21,2015,November,48,24,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314,NULL,0,Transient,38.4,0,2,Check-Out,2015-11-25,1,false
booking_sample_0155,18876,Resort Hotel,0,6,2015,December,49,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,12,0,Transient,35,0,0,Check-Out,2015-12-02,1,false
booking_sample_0156,19163,Resort Hotel,0,7,2015,December,50,9,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,154,0,Transient,25,0,0,Check-Out,2015-12-10,1,false
booking_sample_0157,19208,Resort Hotel,1,92,2016,February,9,26,1,2,2,0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134,NULL,0,Transient,79,0,0,Canceled,2015-12-10,3,false
booking_sample_0158,19434,Resort Hotel,0,0,2015,December,51,19,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,48,0,1,Check-Out,2015-12-20,1,false
booking_sample_0159,19457,Resort Hotel,0,12,2015,December,51,14,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,240,NULL,0,Transient,43.26,0,1,Check-Out,2015-12-21,7,true
booking_sample_0160,19973,Resort Hotel,0,0,2016,January,2,9,1,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,314,NULL,0,Transient,30,0,0,Check-Out,2016-01-11,2,false
booking_sample_0161,19976,Resort Hotel,0,62,2017,March,11,13,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,NULL,108,0,Transient,35,0,0,Check-Out,2017-03-14,1,true
booking_sample_0162,20076,Resort Hotel,0,30,2016,January,2,9,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,36,0,0,Check-Out,2016-01-16,7,false
booking_sample_0163,20180,Resort Hotel,0,7,2017,March,12,23,0,1,1,0,0,BB,PRT,Direct,TA/TO,1,0,4,A,A,0,No Deposit,NULL,NULL,0,Transient,60,0,1,Check-Out,2017-03-24,1,false
booking_sample_0164,20205,Resort Hotel,0,0,2016,January,4,19,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,NULL,NULL,0,Transient,51,1,0,Check-Out,2016-01-20,1,true
booking_sample_0165,20236,Resort Hotel,0,1,2016,January,4,19,0,2,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,56,1,1,Check-Out,2016-01-21,2,true
booking_sample_0166,20506,Resort Hotel,0,129,2016,June,23,3,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,240,NULL,0,Transient,110,0,1,Check-Out,2016-06-05,2,false
booking_sample_0167,20512,Resort Hotel,0,14,2016,January,5,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,0,1,Check-Out,2016-01-31,1,true
booking_sample_0168,20647,Resort Hotel,0,20,2016,February,6,5,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,54,1,2,Check-Out,2016-02-06,1,true
booking_sample_0169,20890,Resort Hotel,0,2,2016,February,7,7,2,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Transient,26.1,0,0,Check-Out,2016-02-13,6,false
booking_sample_0170,20942,Resort Hotel,0,0,2016,February,7,8,1,5,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Group,46.66,0,0,Check-Out,2016-02-14,6,false
booking_sample_0171,20946,Resort Hotel,0,3,2016,February,7,12,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,78,0,1,Check-Out,2016-02-14,2,false
booking_sample_0172,21302,Resort Hotel,0,0,2016,February,9,24,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,45,0,0,Check-Out,2016-02-25,1,true
booking_sample_0173,21317,Resort Hotel,0,0,2017,February,7,15,0,1,1,0,0,BB,PRT,Online TA,Direct,1,0,3,A,D,1,No Deposit,240,NULL,0,Transient,60,0,0,Check-Out,2017-02-16,1,true
booking_sample_0174,21531,Resort Hotel,0,7,2016,February,10,29,1,2,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,NULL,0,Transient,58,1,0,Check-Out,2016-03-03,3,false
booking_sample_0175,21894,Resort Hotel,0,30,2016,March,11,7,1,5,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38,NULL,0,Transient-Party,65.4,0,0,Check-Out,2016-03-13,6,false
booking_sample_0176,22006,Resort Hotel,0,0,2016,March,11,10,2,4,1,0,0,BB,NLD,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,70,0,0,Check-Out,2016-03-16,6,false
booking_sample_0177,22141,Resort Hotel,0,12,2016,March,12,15,0,4,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Transient,34.2,0,0,Check-Out,2016-03-19,4,false
booking_sample_0178,22188,Resort Hotel,0,2,2016,March,12,18,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,29,0,0,Check-Out,2016-03-20,2,false
booking_sample_0179,22341,Resort Hotel,0,7,2016,March,12,19,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient-Party,60.5,0,0,Check-Out,2016-03-23,4,false
booking_sample_0180,22379,Resort Hotel,0,4,2016,March,13,21,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80,0,0,Check-Out,2016-03-24,3,false
booking_sample_0181,22414,Resort Hotel,0,13,2016,March,13,21,1,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient-Party,46.33,0,0,Check-Out,2016-03-24,3,false
booking_sample_0182,22546,Resort Hotel,0,1,2016,March,14,27,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,68,0,1,Check-Out,2016-03-28,1,false
booking_sample_0183,22641,Resort Hotel,0,1,2016,March,14,28,1,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,74,1,1,Check-Out,2016-03-31,3,false
booking_sample_0184,22671,Resort Hotel,0,60,2016,March,14,28,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,56,0,1,Check-Out,2016-04-01,4,false
booking_sample_0185,22848,Resort Hotel,0,3,2016,April,15,8,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,146,NULL,0,Transient-Party,54,0,0,Check-Out,2016-04-09,1,true
booking_sample_0186,22926,Resort Hotel,0,14,2016,April,15,7,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96,NULL,0,Transient,47.4,1,1,Check-Out,2016-04-10,3,false
booking_sample_0187,22932,Resort Hotel,0,1,2016,April,15,9,0,1,2,0,0,BB,PRT,Complementary,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,0,0,1,Check-Out,2016-04-10,1,false
booking_sample_0188,22954,Resort Hotel,0,80,2016,April,15,7,1,3,2,0,0,SC,ESP,Groups,TA/TO,0,0,0,A,I,0,No Deposit,67,NULL,0,Transient-Party,51,0,0,Check-Out,2016-04-11,4,true
booking_sample_0189,23044,Resort Hotel,0,27,2016,November,48,22,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,13,A,D,1,No Deposit,NULL,154,0,Transient,27,0,0,Check-Out,2016-11-24,2,true
booking_sample_0190,23062,Resort Hotel,0,2,2016,April,16,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,3,No Deposit,NULL,169,0,Transient,45,1,0,Check-Out,2016-04-15,1,false
booking_sample_0191,23092,Resort Hotel,0,8,2016,April,16,14,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,NULL,0,Transient,96.25,0,0,Check-Out,2016-04-15,1,false
booking_sample_0192,23267,Resort Hotel,0,32,2016,April,17,19,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,0,No Deposit,NULL,397,0,Transient-Party,59,0,1,Check-Out,2016-04-20,1,true
booking_sample_0193,23520,Resort Hotel,0,109,2016,April,18,24,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,NULL,0,Transient,52.2,1,1,Check-Out,2016-04-28,4,true
booking_sample_0194,23732,Resort Hotel,0,3,2016,April,18,29,1,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,NULL,NULL,0,Transient-Party,97.67,0,0,Check-Out,2016-05-02,3,true
booking_sample_0195,23797,Resort Hotel,0,0,2016,May,19,3,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314,NULL,0,Transient-Party,75.2,1,0,Check-Out,2016-05-04,1,false
booking_sample_0196,23960,Resort Hotel,0,78,2016,April,18,28,2,8,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171,NULL,0,Transient,88.4,0,2,Check-Out,2016-05-08,10,false
booking_sample_0197,24076,Resort Hotel,0,103,2016,May,19,1,4,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,243,NULL,0,Contract,39.04,0,0,Check-Out,2016-05-12,11,true
booking_sample_0198,24284,Resort Hotel,0,186,2016,May,20,9,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,52.2,0,1,Check-Out,2016-05-16,7,false
booking_sample_0199,24444,Resort Hotel,0,173,2016,May,20,14,2,5,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,43.16,0,1,Check-Out,2016-05-21,7,false
booking_sample_0200,24652,Resort Hotel,0,72,2016,May,22,22,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,48.75,0,0,Check-Out,2016-05-29,7,false
booking_sample_0201,24686,Resort Hotel,0,11,2017,February,7,18,0,1,2,2,0,BB,GBR,Online TA,TA/TO,1,0,1,C,C,0,No Deposit,240,NULL,0,Transient,75,0,2,Check-Out,2017-02-19,1,false
booking_sample_0202,24776,Resort Hotel,0,36,2016,May,23,30,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient,145,0,0,Check-Out,2016-06-03,4,false
booking_sample_0203,24910,Resort Hotel,0,104,2016,June,23,2,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,90.9,0,1,Check-Out,2016-06-09,7,false
booking_sample_0204,25009,Resort Hotel,0,94,2016,June,24,6,1,5,2,1,0,HB,POL,Direct,Direct,0,0,0,F,F,2,No Deposit,250,NULL,0,Transient,188.4,0,2,Check-Out,2016-06-12,6,false
booking_sample_0205,25169,Resort Hotel,0,0,2016,June,25,16,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,99,1,0,Check-Out,2016-06-17,1,false
booking_sample_0206,25566,Resort Hotel,1,123,2016,July,27,1,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,0,0,1,No-Show,2016-07-01,0,false
booking_sample_0207,25612,Resort Hotel,0,18,2016,July,27,1,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,129,0,1,Check-Out,2016-07-04,3,false
booking_sample_0208,25642,Resort Hotel,0,9,2016,July,28,4,1,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,171,0,0,Check-Out,2016-07-05,1,false
booking_sample_0209,25687,Resort Hotel,0,85,2016,July,28,3,2,2,2,1,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,5,NULL,0,Transient-Party,150.5,1,0,Check-Out,2016-07-07,4,false
booking_sample_0210,25724,Resort Hotel,0,9,2016,July,28,5,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,159.07,1,1,Check-Out,2016-07-08,3,false
booking_sample_0211,26027,Resort Hotel,0,17,2016,July,29,13,2,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,E,3,No Deposit,250,NULL,0,Transient,231,1,0,Check-Out,2016-07-19,6,true
booking_sample_0212,26061,Resort Hotel,0,124,2016,July,30,17,2,1,3,0,0,FB,PRT,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,314,NULL,0,Transient,217.08,1,1,Check-Out,2016-07-20,3,false
booking_sample_0213,26083,Resort Hotel,0,49,2016,July,30,17,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,193,1,1,Check-Out,2016-07-21,4,false
booking_sample_0214,26254,Resort Hotel,0,74,2016,July,30,23,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,172,0,1,Check-Out,2016-07-26,3,false
booking_sample_0215,26269,Resort Hotel,0,16,2016,July,30,21,2,3,2,2,0,BB,MAR,Direct,Direct,0,0,0,C,C,0,No Deposit,250,NULL,0,Transient,217,0,1,Check-Out,2016-07-26,5,false
booking_sample_0216,26405,Resort Hotel,0,8,2016,July,31,29,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,214,0,1,Check-Out,2016-07-31,2,false
booking_sample_0217,26451,Resort Hotel,0,10,2016,August,32,1,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,241,NULL,0,Transient,0,0,0,Check-Out,2016-08-01,0,true
booking_sample_0218,26729,Resort Hotel,0,12,2016,August,35,25,0,2,2,0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,C,0,No Deposit,240,NULL,0,Transient,211,0,1,Check-Out,2016-08-27,2,true
booking_sample_0219,26807,Resort Hotel,0,180,2016,August,32,2,2,8,3,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,3,No Deposit,314,NULL,0,Transient,196.52,0,1,Check-Out,2016-08-12,10,false
booking_sample_0220,26825,Resort Hotel,0,0,2017,February,7,12,1,0,1,0,0,BB,PRT,Direct,Direct,1,0,1,D,D,0,No Deposit,NULL,NULL,0,Group,56,0,0,Check-Out,2017-02-13,1,false
booking_sample_0221,26880,Resort Hotel,0,51,2016,August,33,9,0,4,2,2,0,BB,MAR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,281,1,0,Check-Out,2016-08-13,4,false
booking_sample_0222,27316,Resort Hotel,0,204,2016,August,33,12,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,2,NULL,0,Contract,106.55,0,0,Check-Out,2016-08-26,14,false
booking_sample_0223,27602,Resort Hotel,0,1,2016,August,36,28,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,161,0,0,Check-Out,2016-09-03,6,false
booking_sample_0224,27799,Resort Hotel,0,29,2016,September,37,9,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,314,NULL,0,Transient,198,1,0,Check-Out,2016-09-11,2,false
booking_sample_0225,27867,Resort Hotel,0,5,2016,September,38,12,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,119,0,1,Check-Out,2016-09-13,1,false
booking_sample_0226,27894,Resort Hotel,0,4,2016,September,38,12,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,NULL,NULL,0,Transient,98.1,1,0,Check-Out,2016-09-14,2,true
booking_sample_0227,28074,Resort Hotel,0,9,2016,September,39,18,1,0,2,0,0,BB,GBR,Groups,Corporate,0,0,0,E,C,0,No Deposit,223,NULL,0,Transient-Party,90,0,0,Check-Out,2016-09-19,1,true
booking_sample_0228,28142,Resort Hotel,0,230,2016,September,37,8,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,88.9,0,1,Check-Out,2016-09-22,14,false
booking_sample_0229,28227,Resort Hotel,0,248,2016,September,39,23,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80,0,1,Check-Out,2016-09-26,3,false
booking_sample_0230,28282,Resort Hotel,0,285,2016,September,39,20,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,2,No Deposit,96,NULL,0,Transient-Party,76,0,2,Check-Out,2016-09-27,7,false
booking_sample_0231,28334,Resort Hotel,0,153,2016,September,39,24,2,4,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,95.67,0,2,Check-Out,2016-09-30,6,false
booking_sample_0232,28498,Resort Hotel,0,239,2016,September,40,28,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,314,NULL,0,Transient,183.69,0,0,Check-Out,2016-10-05,7,false
booking_sample_0233,28520,Resort Hotel,0,245,2016,September,40,26,3,7,2,0,0,HB,CN,Groups,TA/TO,0,0,0,A,C,0,No Deposit,15,NULL,0,Transient-Party,81.8,0,0,Check-Out,2016-10-06,10,true
booking_sample_0234,28588,Resort Hotel,0,0,2016,October,41,4,0,2,1,0,0,BB,BEL,Direct,Direct,0,0,0,A,E,0,No Deposit,NULL,NULL,0,Transient,120,0,0,Check-Out,2016-10-06,2,true
booking_sample_0235,28600,Resort Hotel,0,135,2016,October,41,3,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,74.53,1,1,Check-Out,2016-10-07,4,false
booking_sample_0236,28876,Resort Hotel,0,74,2016,October,42,9,2,2,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,91.93,1,1,Check-Out,2016-10-13,4,false
booking_sample_0237,28999,Resort Hotel,0,318,2016,October,42,11,2,5,2,0,0,BB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,273,NULL,0,Transient,78.81,0,0,Check-Out,2016-10-18,7,false
