pos_charge_id,pms_reservation_id,guest_lookup_key,outlet,charge_amount,charge_timestamp,void_or_adjustment_flag
POS0000630,PMS000313,guest_key_00313,in_room_dining,145,2026-07-06,false
POS0000631,PMS000313,guest_key_00313,in_room_dining,175,2026-07-05,false
POS0000632,PMS000313,,calabra_rooftop,45,2026-07-06,false
POS0000633,PMS000314,guest_key_00314,palma_lobby_lounge,130,2026-08-12,false
POS0000634,PMS000314,guest_key_00314,spa_wellness,295,2026-08-12,false
POS0000635,PMS000314,guest_key_00314,valet_parking,40,2026-08-12,false
POS0000636,PMS000314,guest_key_00314,palma_lobby_lounge,165,2026-08-12,false
POS0000637,PMS000316,,calabra_rooftop,165,2026-06-05,false
POS0000638,PMS000316,guest_key_00316,palma_lobby_lounge,20,2026-06-08,false
POS0000639,PMS000317,guest_key_00317,palma_lobby_lounge,205,2026-07-16,false
POS0000640,PMS000317,guest_key_00317,palma_lobby_lounge,75,2026-07-16,false
POS0000641,PMS000317,guest_key_00317,valet_parking,225,2026-07-16,false
POS0000642,PMS000318,guest_key_00318,valet_parking,60,2026-10-29,false
POS0000643,PMS000319,guest_key_00319,calabra_rooftop,90,2026-09-22,false
POS0000644,PMS000320,,spa_wellness,195,2026-02-26,false
POS0000645,PMS000320,guest_key_00320,calabra_rooftop,695,2026-02-26,false
POS0000646,PMS000322,guest_key_00322,mini_bar_amenity,40,2026-03-24,false
POS0000647,PMS000322,guest_key_00322,valet_parking,120,2026-03-27,false
POS0000648,PMS000323,guest_key_00323,calabra_rooftop,505,2026-05-25,false
POS0000649,PMS000323,guest_key_00323,calabra_rooftop,245,2026-05-24,false
POS0000650,PMS000323,guest_key_00323,palma_lobby_lounge,125,2026-05-23,false
POS0000651,PMS000324,guest_key_00324,valet_parking,60,2026-09-07,false
POS0000652,PMS000324,guest_key_00324,valet_parking,80,2026-09-07,false
POS0000653,PMS000326,guest_key_00326,valet_parking,40,2026-05-04,false
POS0000654,PMS000327,guest_key_00327,calabra_rooftop,110,2026-02-27,false
POS0000655,PMS000328,guest_key_00328,valet_parking,135,2026-04-06,false
POS0000656,PMS000328,guest_key_00328,calabra_rooftop,170,2026-04-07,false
POS0000657,PMS000328,guest_key_00328,mini_bar_amenity,80,2026-04-06,false
POS0000658,PMS000328,guest_key_00328,palma_lobby_lounge,55,2026-04-07,false
POS0000659,PMS000329,guest_key_00329,spa_wellness,85,2026-12-27,false
POS0000660,PMS000329,guest_key_00329,palma_lobby_lounge,130,2026-12-26,false
POS0000661,PMS000329,guest_key_00329,in_room_dining,145,2026-12-25,false
POS0000662,PMS000330,guest_key_00330,calabra_rooftop,295,2026-07-06,false
POS0000663,PMS000330,,calabra_rooftop,185,2026-07-08,false
POS0000664,PMS000330,guest_key_00330,calabra_rooftop,65,2026-07-06,false
POS0000665,PMS000330,guest_key_00330,palma_lobby_lounge,315,2026-07-09,false
POS0000666,PMS000331,guest_key_00331,in_room_dining,50,2026-11-16,false
POS0000667,PMS000331,guest_key_00331,valet_parking,55,2026-11-12,true
POS0000668,PMS000332,guest_key_00332,valet_parking,90,2026-09-18,false
POS0000669,PMS000332,guest_key_00332,palma_lobby_lounge,180,2026-09-20,false
POS0000670,PMS000333,guest_key_00333,valet_parking,35,2026-06-16,false
POS0000671,PMS000334,guest_key_00334,calabra_rooftop,145,2026-03-07,false
POS0000672,,guest_key_00335,in_room_dining,185,2026-09-06,false
POS0000673,PMS000335,guest_key_00335,spa_wellness,220,2026-09-05,false
POS0000674,PMS000335,guest_key_00335,valet_parking,55,2026-09-07,false
POS0000675,PMS000336,guest_key_00336,palma_lobby_lounge,165,2026-05-22,false
POS0000676,PMS000336,guest_key_00336,calabra_rooftop,205,2026-05-22,false
POS0000677,,guest_key_00338,spa_wellness,245,2026-05-11,false
POS0000678,PMS000338,guest_key_00338,palma_lobby_lounge,140,2026-05-10,false
POS0000679,PMS000338,guest_key_00338,valet_parking,145,2026-05-10,false
POS0000680,PMS000339,guest_key_00339,spa_wellness,220,2026-06-21,false
POS0000681,PMS000339,guest_key_00339,palma_lobby_lounge,75,2026-06-20,false
POS0000682,PMS000340,guest_key_00340,calabra_rooftop,105,2026-04-27,false
POS0000683,PMS000340,guest_key_00340,mini_bar_amenity,20,2026-04-27,false
POS0000684,PMS000340,guest_key_00340,spa_wellness,430,2026-04-27,false
POS0000685,PMS000341,guest_key_00341,palma_lobby_lounge,105,2026-12-03,false
POS0000686,PMS000341,guest_key_00341,valet_parking,70,2026-12-02,false
POS0000687,PMS000342,guest_key_00342,palma_lobby_lounge,25,2026-05-17,false
POS0000688,PMS000342,guest_key_00342,in_room_dining,90,2026-05-17,false
POS0000689,,guest_key_00342,calabra_rooftop,735,2026-05-17,false
POS0000690,PMS000342,guest_key_00342,in_room_dining,25,2026-05-17,false
POS0000691,PMS000343,,calabra_rooftop,140,2026-02-07,false
POS0000692,PMS000343,guest_key_00343,palma_lobby_lounge,135,2026-02-06,false
POS0000693,PMS000343,guest_key_00343,spa_wellness,60,2026-02-07,true
POS0000694,PMS000343,guest_key_00343,calabra_rooftop,165,2026-02-07,false
POS0000695,PMS000344,guest_key_00344,valet_parking,70,2026-12-12,false
POS0000696,PMS000344,guest_key_00344,calabra_rooftop,330,2026-12-11,false
POS0000697,PMS000345,guest_key_00345,palma_lobby_lounge,345,2026-03-01,false
POS0000698,PMS000346,guest_key_00346,valet_parking,75,2026-04-12,false
POS0000699,PMS000346,guest_key_00346,in_room_dining,150,2026-04-12,false
POS0000700,PMS000346,guest_key_00346,calabra_rooftop,170,2026-04-12,false
POS0000701,PMS000346,guest_key_00346,calabra_rooftop,130,2026-04-11,false
POS0000702,PMS000347,guest_key_00347,calabra_rooftop,100,2026-02-13,true
POS0000703,PMS000348,guest_key_00348,palma_lobby_lounge,85,2026-01-10,false
POS0000704,PMS000348,,mini_bar_amenity,40,2026-01-11,false
POS0000705,PMS000350,guest_key_00350,valet_parking,125,2026-09-26,false
POS0000706,PMS000350,guest_key_00350,in_room_dining,80,2026-09-27,false
POS0000707,PMS000351,guest_key_00351,palma_lobby_lounge,75,2026-05-28,false
POS0000708,,,palma_lobby_lounge,70,2026-05-26,false
POS0000709,PMS000351,guest_key_00351,mini_bar_amenity,35,2026-05-28,false
POS0000710,PMS000351,guest_key_00351,calabra_rooftop,205,2026-05-26,false
POS0000711,PMS000352,guest_key_00352,calabra_rooftop,290,2026-02-22,false
POS0000712,PMS000352,guest_key_00352,calabra_rooftop,275,2026-02-25,false
POS0000713,PMS000352,guest_key_00352,valet_parking,45,2026-02-25,false
POS0000714,PMS000352,guest_key_00352,palma_lobby_lounge,35,2026-02-25,false
POS0000715,PMS000355,guest_key_00355,calabra_rooftop,180,2026-09-15,false
POS0000716,PMS000356,guest_key_00356,calabra_rooftop,70,2026-05-03,false
POS0000717,PMS000356,guest_key_00356,valet_parking,70,2026-05-03,false
POS0000718,PMS000357,guest_key_00357,in_room_dining,435,2026-06-03,false
POS0000719,PMS000357,guest_key_00357,calabra_rooftop,705,2026-06-04,false
POS0000720,PMS000357,,valet_parking,60,2026-06-03,true
POS0000721,PMS000357,guest_key_00357,mini_bar_amenity,125,2026-06-03,false
POS0000722,PMS000358,guest_key_00358,palma_lobby_lounge,75,2026-08-20,false
POS0000723,PMS000358,guest_key_00358,spa_wellness,415,2026-08-19,false
POS0000724,PMS000360,guest_key_00360,calabra_rooftop,100,2026-06-13,false
POS0000725,PMS000361,guest_key_00361,mini_bar_amenity,60,2026-04-18,false
POS0000726,PMS000361,guest_key_00361,valet_parking,70,2026-04-18,false
POS0000727,PMS000361,guest_key_00361,palma_lobby_lounge,65,2026-04-17,false
POS0000728,PMS000362,guest_key_00362,mini_bar_amenity,65,2026-03-03,false
POS0000729,PMS000362,guest_key_00362,calabra_rooftop,55,2026-03-03,false
POS0000730,PMS000363,guest_key_00363,calabra_rooftop,120,2026-04-02,false
POS0000731,PMS000363,,palma_lobby_lounge,45,2026-04-02,false
POS0000732,PMS000363,,calabra_rooftop,60,2026-04-02,false
POS0000733,,guest_key_00365,palma_lobby_lounge,195,2026-05-29,false
POS0000734,PMS000365,guest_key_00365,palma_lobby_lounge,65,2026-05-28,false
POS0000735,PMS000365,guest_key_00365,palma_lobby_lounge,65,2026-05-29,false
POS0000736,PMS000365,guest_key_00365,in_room_dining,55,2026-05-28,false
POS0000737,PMS000366,,calabra_rooftop,90,2026-12-10,false
POS0000738,PMS000366,,mini_bar_amenity,45,2026-12-09,false
POS0000739,PMS000366,guest_key_00366,calabra_rooftop,60,2026-12-11,false
POS0000740,PMS000367,guest_key_00367,spa_wellness,160,2026-09-25,false
POS0000741,PMS000367,guest_key_00367,spa_wellness,210,2026-09-23,false
POS0000742,PMS000367,guest_key_00367,calabra_rooftop,150,2026-09-24,false
POS0000743,PMS000367,guest_key_00367,valet_parking,35,2026-09-25,false
POS0000744,PMS000368,guest_key_00368,palma_lobby_lounge,60,2026-10-27,false
POS0000745,PMS000369,guest_key_00369,spa_wellness,435,2026-10-04,false
POS0000746,PMS000369,guest_key_00369,mini_bar_amenity,55,2026-10-02,false
POS0000747,PMS000370,guest_key_00370,calabra_rooftop,330,2026-02-25,false
POS0000748,PMS000371,,mini_bar_amenity,75,2026-09-04,false
POS0000749,PMS000371,guest_key_00371,spa_wellness,280,2026-08-30,false
POS0000750,PMS000372,guest_key_00372,palma_lobby_lounge,30,2026-06-17,false
POS0000751,PMS000372,guest_key_00372,valet_parking,75,2026-06-17,false
POS0000752,PMS000372,guest_key_00372,palma_lobby_lounge,395,2026-06-17,false
POS0000753,PMS000373,guest_key_00373,valet_parking,125,2026-03-23,false
POS0000754,PMS000375,,calabra_rooftop,310,2026-09-07,false
POS0000755,PMS000376,guest_key_00376,palma_lobby_lounge,60,2026-07-16,false
POS0000756,PMS000376,guest_key_00376,calabra_rooftop,60,2026-07-13,false
POS0000757,PMS000377,guest_key_00377,calabra_rooftop,140,2026-09-23,false
POS0000758,PMS000377,guest_key_00377,spa_wellness,145,2026-09-25,false
POS0000759,PMS000377,guest_key_00377,valet_parking,155,2026-09-23,false
POS0000760,PMS000377,guest_key_00377,mini_bar_amenity,45,2026-09-24,false
POS0000761,PMS000380,guest_key_00380,spa_wellness,230,2026-02-02,false
POS0000762,PMS000380,guest_key_00380,calabra_rooftop,310,2026-02-02,false
POS0000763,PMS000380,guest_key_00380,spa_wellness,405,2026-02-04,false
POS0000764,PMS000381,guest_key_00381,spa_wellness,350,2026-10-20,false
POS0000765,PMS000382,guest_key_00382,calabra_rooftop,275,2026-07-14,false
POS0000766,PMS000382,guest_key_00382,spa_wellness,505,2026-07-14,false
POS0000767,PMS000382,guest_key_00382,palma_lobby_lounge,185,2026-07-14,false
POS0000768,PMS000382,guest_key_00382,palma_lobby_lounge,260,2026-07-14,false
POS0000769,PMS000384,guest_key_00384,in_room_dining,140,2026-12-19,false
POS0000770,PMS000384,guest_key_00384,calabra_rooftop,105,2026-12-25,false
POS0000771,PMS000384,,calabra_rooftop,155,2026-12-20,true
POS0000772,PMS000385,guest_key_00385,valet_parking,60,2026-10-10,false
POS0000773,PMS000385,guest_key_00385,palma_lobby_lounge,50,2026-10-06,false
POS0000774,PMS000385,guest_key_00385,palma_lobby_lounge,75,2026-10-10,false
POS0000775,PMS000386,,mini_bar_amenity,70,2026-09-25,false
POS0000776,PMS000386,guest_key_00386,in_room_dining,110,2026-09-25,false
POS0000777,PMS000387,guest_key_00387,mini_bar_amenity,35,2026-06-22,false
POS0000778,,guest_key_00388,palma_lobby_lounge,75,2026-08-21,false
POS0000779,PMS000388,guest_key_00388,calabra_rooftop,235,2026-08-21,false
POS0000780,PMS000388,guest_key_00388,valet_parking,30,2026-08-21,false
POS0000781,PMS000388,guest_key_00388,calabra_rooftop,580,2026-08-21,false
POS0000782,PMS000389,guest_key_00389,palma_lobby_lounge,165,2026-01-19,true
POS0000783,PMS000389,guest_key_00389,in_room_dining,160,2026-01-18,false
POS0000784,PMS000389,guest_key_00389,mini_bar_amenity,155,2026-01-19,false
POS0000785,PMS000389,,spa_wellness,200,2026-01-18,false
POS0000786,PMS000391,guest_key_00391,palma_lobby_lounge,30,2026-09-12,false
POS0000787,PMS000391,guest_key_00391,mini_bar_amenity,35,2026-09-10,false
POS0000788,PMS000392,guest_key_00392,palma_lobby_lounge,115,2026-03-19,false
POS0000789,PMS000392,guest_key_00392,palma_lobby_lounge,105,2026-03-20,false
POS0000790,PMS000392,guest_key_00392,palma_lobby_lounge,80,2026-03-20,false
POS0000791,PMS000392,guest_key_00392,palma_lobby_lounge,100,2026-03-20,false
POS0000792,PMS000393,,in_room_dining,115,2026-01-20,false
POS0000793,PMS000393,guest_key_00393,valet_parking,155,2026-01-19,false
POS0000794,PMS000394,guest_key_00394,mini_bar_amenity,110,2026-08-19,false
POS0000795,PMS000394,guest_key_00394,palma_lobby_lounge,85,2026-08-18,false
POS0000796,PMS000394,guest_key_00394,calabra_rooftop,615,2026-08-17,false
POS0000797,PMS000394,,palma_lobby_lounge,225,2026-08-14,false
POS0000798,PMS000395,guest_key_00395,valet_parking,60,2026-11-06,false
POS0000799,PMS000397,guest_key_00397,calabra_rooftop,115,2026-07-28,false
POS0000800,PMS000397,,valet_parking,25,2026-07-27,true
POS0000801,PMS000398,guest_key_00398,mini_bar_amenity,60,2026-07-08,false
POS0000802,PMS000398,guest_key_00398,spa_wellness,245,2026-07-05,false
POS0000803,PMS000398,guest_key_00398,calabra_rooftop,165,2026-07-10,false
POS0000804,,guest_key_00399,valet_parking,115,2026-07-28,false
POS0000805,PMS000399,,in_room_dining,265,2026-07-27,false
POS0000806,PMS000399,guest_key_00399,calabra_rooftop,190,2026-07-28,false
POS0000807,,guest_key_00400,palma_lobby_lounge,105,2026-08-22,false
POS0000808,PMS000401,guest_key_00401,calabra_rooftop,195,2026-01-09,false
POS0000809,PMS000401,guest_key_00401,valet_parking,55,2026-01-10,false
POS0000810,PMS000401,guest_key_00401,valet_parking,70,2026-01-09,false
POS0000811,PMS000402,guest_key_00402,valet_parking,120,2026-02-20,false
POS0000812,PMS000402,guest_key_00402,calabra_rooftop,270,2026-02-18,false
POS0000813,PMS000402,guest_key_00402,mini_bar_amenity,205,2026-02-20,false
POS0000814,PMS000402,,calabra_rooftop,145,2026-02-18,false
POS0000815,PMS000403,guest_key_00403,palma_lobby_lounge,115,2026-07-08,false
POS0000816,PMS000403,guest_key_00403,in_room_dining,210,2026-07-09,false
POS0000817,PMS000404,guest_key_00404,spa_wellness,115,2026-11-05,false
POS0000818,PMS000404,guest_key_00404,calabra_rooftop,215,2026-11-05,false
POS0000819,PMS000404,guest_key_00404,calabra_rooftop,330,2026-11-05,false
POS0000820,PMS000404,guest_key_00404,palma_lobby_lounge,100,2026-11-05,false
POS0000821,PMS000406,guest_key_00406,in_room_dining,175,2026-05-12,false
POS0000822,PMS000406,,calabra_rooftop,415,2026-05-12,false
POS0000823,PMS000407,guest_key_00407,in_room_dining,70,2026-05-16,false
POS0000824,PMS000408,guest_key_00408,spa_wellness,560,2026-11-18,false
POS0000825,PMS000408,guest_key_00408,mini_bar_amenity,30,2026-11-18,false
POS0000826,PMS000408,guest_key_00408,in_room_dining,55,2026-11-20,true
POS0000827,PMS000408,guest_key_00408,valet_parking,25,2026-11-20,false
POS0000828,PMS000409,guest_key_00409,spa_wellness,695,2026-08-04,false
POS0000829,PMS000409,guest_key_00409,calabra_rooftop,150,2026-08-05,false
POS0000830,PMS000410,guest_key_00410,calabra_rooftop,175,2026-11-13,false
POS0000831,PMS000410,guest_key_00410,calabra_rooftop,200,2026-11-13,false
POS0000832,PMS000412,guest_key_00412,valet_parking,175,2026-11-06,false
POS0000833,PMS000412,guest_key_00412,palma_lobby_lounge,45,2026-11-06,false
POS0000834,PMS000413,guest_key_00413,mini_bar_amenity,35,2026-06-18,false
POS0000835,PMS000413,guest_key_00413,palma_lobby_lounge,130,2026-06-17,false
POS0000836,PMS000413,guest_key_00413,calabra_rooftop,250,2026-06-18,false
POS0000837,PMS000413,guest_key_00413,palma_lobby_lounge,205,2026-06-18,false
POS0000838,PMS000414,guest_key_00414,calabra_rooftop,110,2026-02-07,false
POS0000839,PMS000415,guest_key_00415,spa_wellness,535,2026-04-23,false
POS0000840,PMS000415,guest_key_00415,mini_bar_amenity,65,2026-04-21,false
POS0000841,PMS000415,guest_key_00415,calabra_rooftop,290,2026-04-22,false
POS0000842,PMS000415,guest_key_00415,palma_lobby_lounge,140,2026-04-23,false
POS0000843,PMS000416,guest_key_00416,palma_lobby_lounge,45,2026-03-01,true
POS0000844,PMS000417,,palma_lobby_lounge,170,2026-03-19,false
POS0000845,PMS000417,guest_key_00417,calabra_rooftop,130,2026-03-17,false
POS0000846,PMS000417,guest_key_00417,palma_lobby_lounge,70,2026-03-20,false
POS0000847,PMS000417,guest_key_00417,spa_wellness,170,2026-03-20,false
POS0000848,PMS000418,guest_key_00418,palma_lobby_lounge,40,2026-05-08,false
POS0000849,PMS000419,guest_key_00419,palma_lobby_lounge,55,2026-12-11,false
POS0000850,PMS000420,guest_key_00420,palma_lobby_lounge,130,2026-01-08,false
POS0000851,PMS000420,guest_key_00420,calabra_rooftop,345,2026-01-08,false
POS0000852,PMS000421,guest_key_00421,calabra_rooftop,95,2026-07-14,false
POS0000853,PMS000421,guest_key_00421,spa_wellness,350,2026-07-12,false
POS0000854,PMS000421,guest_key_00421,calabra_rooftop,80,2026-07-10,false
POS0000855,PMS000421,guest_key_00421,calabra_rooftop,205,2026-07-10,false
POS0000856,PMS000422,guest_key_00422,palma_lobby_lounge,115,2026-05-21,false
POS0000857,PMS000423,guest_key_00423,palma_lobby_lounge,130,2026-10-08,false
POS0000858,PMS000423,guest_key_00423,palma_lobby_lounge,90,2026-10-07,false
POS0000859,PMS000423,guest_key_00423,in_room_dining,105,2026-10-07,false
POS0000860,PMS000424,guest_key_00424,calabra_rooftop,45,2026-01-27,false
POS0000861,PMS000424,guest_key_00424,valet_parking,170,2026-01-28,false
POS0000862,PMS000426,guest_key_00426,valet_parking,85,2026-11-03,false
POS0000863,PMS000426,guest_key_00426,spa_wellness,165,2026-11-03,false
POS0000864,PMS000427,guest_key_00427,mini_bar_amenity,70,2026-11-24,false
POS0000865,PMS000427,guest_key_00427,calabra_rooftop,340,2026-11-24,false
POS0000866,PMS000429,guest_key_00429,spa_wellness,225,2026-05-22,false
POS0000867,PMS000429,guest_key_00429,calabra_rooftop,160,2026-05-23,false
POS0000868,PMS000430,guest_key_00430,calabra_rooftop,150,2026-12-25,false
POS0000869,PMS000430,guest_key_00430,valet_parking,115,2026-12-25,false
POS0000870,PMS000430,guest_key_00430,calabra_rooftop,235,2026-12-26,false
POS0000871,PMS000430,guest_key_00430,calabra_rooftop,115,2026-12-26,false
POS0000872,PMS000431,guest_key_00431,valet_parking,75,2026-05-13,false
POS0000873,PMS000431,guest_key_00431,calabra_rooftop,140,2026-05-13,false
POS0000874,PMS000431,guest_key_00431,palma_lobby_lounge,190,2026-05-13,false
POS0000875,PMS000432,guest_key_00432,spa_wellness,315,2026-08-24,false
POS0000876,PMS000432,guest_key_00432,calabra_rooftop,135,2026-08-24,false
POS0000877,PMS000432,guest_key_00432,calabra_rooftop,480,2026-08-21,false
POS0000878,PMS000432,guest_key_00432,valet_parking,30,2026-08-20,false
POS0000879,PMS000433,guest_key_00433,calabra_rooftop,185,2026-11-23,false
POS0000880,PMS000433,guest_key_00433,palma_lobby_lounge,170,2026-11-23,false
POS0000881,PMS000433,guest_key_00433,spa_wellness,225,2026-11-23,false
POS0000882,PMS000434,guest_key_00434,valet_parking,70,2026-06-28,false
POS0000883,PMS000434,guest_key_00434,palma_lobby_lounge,75,2026-06-28,false
POS0000884,PMS000434,guest_key_00434,in_room_dining,435,2026-06-28,false
POS0000885,PMS000434,guest_key_00434,palma_lobby_lounge,35,2026-06-28,false
POS0000886,PMS000435,guest_key_00435,calabra_rooftop,295,2026-10-09,false
POS0000887,,,valet_parking,55,2026-10-09,true
POS0000888,PMS000435,guest_key_00435,in_room_dining,110,2026-10-09,false
POS0000889,PMS000436,guest_key_00436,calabra_rooftop,95,2026-10-07,false
POS0000890,PMS000437,guest_key_00437,palma_lobby_lounge,80,2026-10-30,false
POS0000891,PMS000437,guest_key_00437,mini_bar_amenity,115,2026-10-31,false
POS0000892,PMS000439,guest_key_00439,mini_bar_amenity,25,2026-08-15,false
POS0000893,PMS000439,guest_key_00439,calabra_rooftop,195,2026-08-14,false
POS0000894,PMS000439,guest_key_00439,in_room_dining,90,2026-08-14,false
POS0000895,PMS000439,guest_key_00439,in_room_dining,265,2026-08-13,false
POS0000896,PMS000440,guest_key_00440,spa_wellness,160,2026-09-26,false
POS0000897,PMS000440,guest_key_00440,in_room_dining,165,2026-09-26,false
POS0000898,PMS000440,guest_key_00440,spa_wellness,125,2026-09-26,false
POS0000899,PMS000441,guest_key_00441,valet_parking,70,2026-12-16,false
POS0000900,PMS000441,guest_key_00441,calabra_rooftop,220,2026-12-15,false
POS0000901,PMS000442,guest_key_00442,calabra_rooftop,105,2026-06-02,false
POS0000902,PMS000442,guest_key_00442,in_room_dining,185,2026-06-04,false
POS0000903,PMS000442,guest_key_00442,calabra_rooftop,255,2026-06-02,false
POS0000904,PMS000443,guest_key_00443,palma_lobby_lounge,50,2026-03-18,false
POS0000905,PMS000443,guest_key_00443,palma_lobby_lounge,75,2026-03-16,false
POS0000906,PMS000444,guest_key_00444,calabra_rooftop,65,2026-09-20,true
POS0000907,PMS000445,guest_key_00445,in_room_dining,125,2026-08-07,false
POS0000908,PMS000447,guest_key_00447,calabra_rooftop,85,2026-03-14,false
POS0000909,PMS000447,guest_key_00447,calabra_rooftop,295,2026-03-17,false
POS0000910,PMS000448,guest_key_00448,spa_wellness,155,2026-04-26,false
POS0000911,PMS000449,guest_key_00449,valet_parking,160,2026-05-19,false
POS0000912,PMS000449,guest_key_00449,spa_wellness,200,2026-05-21,false
POS0000913,PMS000449,guest_key_00449,spa_wellness,410,2026-05-21,false
POS0000914,PMS000450,guest_key_00450,valet_parking,40,2026-07-13,false
POS0000915,PMS000450,guest_key_00450,valet_parking,40,2026-07-13,false
POS0000916,PMS000450,guest_key_00450,calabra_rooftop,445,2026-07-13,false
POS0000917,PMS000452,guest_key_00452,palma_lobby_lounge,55,2026-02-06,false
POS0000918,PMS000452,guest_key_00452,in_room_dining,190,2026-02-05,false
POS0000919,PMS000452,guest_key_00452,valet_parking,215,2026-02-05,false
POS0000920,PMS000452,,in_room_dining,100,2026-02-05,false
POS0000921,PMS000453,guest_key_00453,palma_lobby_lounge,110,2026-09-05,true
POS0000922,PMS000453,guest_key_00453,palma_lobby_lounge,150,2026-09-05,false
POS0000923,PMS000453,guest_key_00453,valet_parking,145,2026-09-05,false
POS0000924,PMS000453,guest_key_00453,palma_lobby_lounge,40,2026-09-05,false
POS0000925,PMS000455,guest_key_00455,valet_parking,90,2026-09-17,false
POS0000926,PMS000455,guest_key_00455,palma_lobby_lounge,100,2026-09-17,false
POS0000927,PMS000456,guest_key_00456,spa_wellness,260,2026-10-13,false
POS0000928,PMS000456,guest_key_00456,mini_bar_amenity,40,2026-10-15,false
POS0000929,PMS000456,,palma_lobby_lounge,85,2026-10-15,false
POS0000930,,guest_key_00456,calabra_rooftop,245,2026-10-11,false
POS0000931,PMS000457,guest_key_00457,valet_parking,100,2026-11-14,false
POS0000932,PMS000457,guest_key_00457,calabra_rooftop,75,2026-11-14,false
POS0000933,PMS000459,guest_key_00459,valet_parking,55,2026-10-31,false
POS0000934,PMS000459,guest_key_00459,in_room_dining,40,2026-11-01,false
POS0000935,PMS000460,guest_key_00460,calabra_rooftop,215,2026-01-31,false
POS0000936,PMS000460,guest_key_00460,calabra_rooftop,135,2026-01-31,false
POS0000937,PMS000461,guest_key_00461,calabra_rooftop,730,2026-07-01,false
POS0000938,PMS000461,guest_key_00461,valet_parking,60,2026-07-01,false
POS0000939,PMS000461,guest_key_00461,calabra_rooftop,315,2026-07-01,false
POS0000940,PMS000461,guest_key_00461,spa_wellness,565,2026-07-01,false
POS0000941,PMS000462,guest_key_00462,calabra_rooftop,295,2026-05-04,false
POS0000942,PMS000462,,spa_wellness,110,2026-05-03,false
POS0000943,PMS000462,guest_key_00462,in_room_dining,215,2026-05-07,false
POS0000944,PMS000462,guest_key_00462,calabra_rooftop,150,2026-05-04,true
POS0000945,PMS000463,,mini_bar_amenity,60,2026-05-26,false
POS0000946,PMS000463,guest_key_00463,spa_wellness,645,2026-05-24,false
POS0000947,,guest_key_00463,spa_wellness,270,2026-05-28,false
POS0000948,,,mini_bar_amenity,70,2026-05-26,false
POS0000949,PMS000464,guest_key_00464,calabra_rooftop,540,2026-02-08,false
POS0000950,,guest_key_00464,calabra_rooftop,185,2026-02-07,false
POS0000951,PMS000466,guest_key_00466,calabra_rooftop,265,2026-07-28,false
POS0000952,PMS000466,guest_key_00466,calabra_rooftop,195,2026-07-28,false
POS0000953,PMS000466,guest_key_00466,calabra_rooftop,160,2026-07-28,false
POS0000954,PMS000467,guest_key_00467,palma_lobby_lounge,45,2026-01-28,false
POS0000955,PMS000468,,spa_wellness,310,2026-09-10,false
POS0000956,PMS000468,guest_key_00468,palma_lobby_lounge,50,2026-09-11,false
POS0000957,PMS000468,guest_key_00468,valet_parking,125,2026-09-10,false
POS0000958,PMS000468,guest_key_00468,calabra_rooftop,225,2026-09-11,false
POS0000959,PMS000469,guest_key_00469,calabra_rooftop,160,2026-04-16,false
POS0000960,PMS000469,guest_key_00469,valet_parking,150,2026-04-12,false
POS0000961,PMS000469,guest_key_00469,in_room_dining,325,2026-04-11,false
POS0000962,PMS000469,guest_key_00469,palma_lobby_lounge,150,2026-04-13,false
POS0000963,PMS000470,guest_key_00470,palma_lobby_lounge,60,2026-07-19,false
POS0000964,PMS000471,guest_key_00471,valet_parking,50,2026-10-11,false
POS0000965,PMS000471,guest_key_00471,calabra_rooftop,360,2026-10-13,false
POS0000966,PMS000471,guest_key_00471,calabra_rooftop,130,2026-10-11,false
POS0000967,PMS000472,,palma_lobby_lounge,30,2026-01-21,false
POS0000968,PMS000472,guest_key_00472,calabra_rooftop,150,2026-01-26,false
POS0000969,PMS000472,guest_key_00472,palma_lobby_lounge,65,2026-01-21,false
POS0000970,PMS000473,guest_key_00473,spa_wellness,280,2026-03-10,false
POS0000971,PMS000473,guest_key_00473,calabra_rooftop,195,2026-03-10,false
POS0000972,PMS000473,guest_key_00473,spa_wellness,130,2026-03-10,false
POS0000973,PMS000474,guest_key_00474,calabra_rooftop,95,2026-04-10,false
POS0000974,PMS000474,guest_key_00474,calabra_rooftop,240,2026-04-10,false
POS0000975,,guest_key_00474,palma_lobby_lounge,95,2026-04-10,false
POS0000976,PMS000474,guest_key_00474,mini_bar_amenity,20,2026-04-12,false
POS0000977,PMS000475,guest_key_00475,calabra_rooftop,160,2026-02-06,false
POS0000978,PMS000475,guest_key_00475,valet_parking,80,2026-02-06,false
POS0000979,PMS000476,guest_key_00476,mini_bar_amenity,45,2026-11-13,false
POS0000980,PMS000476,,valet_parking,150,2026-11-13,false
POS0000981,PMS000477,guest_key_00477,palma_lobby_lounge,60,2026-02-03,false
POS0000982,PMS000477,guest_key_00477,spa_wellness,160,2026-02-03,false
POS0000983,PMS000477,,calabra_rooftop,170,2026-02-04,false
POS0000984,PMS000477,guest_key_00477,palma_lobby_lounge,185,2026-02-04,false
POS0000985,,guest_key_00478,in_room_dining,100,2026-11-04,false
POS0000986,PMS000478,guest_key_00478,in_room_dining,130,2026-11-03,false
POS0000987,PMS000478,guest_key_00478,palma_lobby_lounge,60,2026-11-06,false
POS0000988,PMS000479,guest_key_00479,valet_parking,115,2026-02-24,false
