service_ticket_id,pms_reservation_id,crm_guest_id,guest_lookup_key,room_number_proxy,opened_timestamp,closed_timestamp,department_raw,issue_code_raw,severity_raw,reported_in_stay,guest_notes_text,ticket_status,source_loaded_at
TKT000136,PMS000341,CRM000341,guest_key_00341,348,2026-12-02T19:55:00,2026-12-02T08:59:00,housekeeping,cabana issue,1,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-12-02
TKT000137,,CRM000175,,469,2026-11-16T20:38:00,2026-11-16T08:33:00,food_beverage,wrong room,,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,manager_review,2026-11-16
TKT000138,,CRM000867,guest_key_00867,361,2026-10-06T19:17:00,2026-10-06T08:16:00,rooms,spa issue,4,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-10-08
TKT000139,PMS000011,,guest_key_00011,,2026-08-21T11:21:00,2026-08-21T10:30:00,rooms,late room,3,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-08-22
TKT000140,PMS001168,CRM001168,guest_key_01168,390,2026-05-08T17:22:00,2026-05-08T08:57:00,engineering,dining delay,3,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-05-11
TKT000141,PMS000236,CRM000236,guest_key_00236,338,2026-01-06T12:14:00,2026-01-06T08:51:00,front_desk,pool wait,3,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-01-08
TKT000142,PMS000214,CRM000214,guest_key_00214,465,2026-05-24T22:33:00,2026-05-24T08:03:00,front_desk,street noise,4,true,Guest reported disrupted rest and expected a more serene stay.,closed,2026-05-25
TKT000143,PMS000378,CRM000378,guest_key_00378,357,2026-02-10T16:31:00,2026-02-10T10:24:00,front_desk,car delay,2,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-02-11
TKT000144,PMS000144,CRM000144,guest_key_00144,342,2026-07-14T21:14:00,2026-07-14T08:09:00,engineering,linen/turndown,4,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,manager_review,2026-07-16
TKT000145,PMS001028,CRM001028,guest_key_01028,,2026-05-15T22:22:00,2026-05-15T08:33:00,front_desk,housekeeping,4,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,manager_review,2026-05-16
TKT000146,PMS000024,,guest_key_00024,399,2026-12-23T21:17:00,2026-12-23T08:56:00,engineering,room equipment,4,true,Guest experienced a room maintenance problem requiring staff response.,manager_review,2026-12-26
TKT000147,PMS000778,CRM000778,guest_key_00778,428,2026-08-23T20:24:00,2026-08-23T08:02:00,food_beverage,room clean issue,4,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-08-23
TKT000148,PMS000533,CRM000533,guest_key_00533,336,2026-11-24T14:45:00,2026-11-24T09:06:00,front_desk,restaurant issue,3,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-11-25
TKT000149,PMS001466,,guest_key_01466,348,2026-04-20T21:00:00,2026-04-20T08:22:00,rooms,spa issue,3,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-04-20
TKT000150,PMS001156,CRM001156,guest_key_01156,432,2026-12-10T11:46:00,2026-12-10T09:44:00,engineering,noise,1,true,Guest reported disrupted rest and expected a more serene stay.,open,2026-12-12
TKT000151,PMS000345,CRM000345,,358,2026-03-02T19:40:00,2026-03-02T08:55:00,rooms,hk miss,3,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-03-05
TKT000152,PMS001377,CRM001377,guest_key_01377,348,2026-10-09T12:35:00,2026-10-09T08:49:00,housekeeping,facilities issue,,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-10-09
TKT000153,PMS000077,,guest_key_00077,,2026-10-12T20:03:00,2026-10-12T08:09:00,rooms,room clean issue,2,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-10-15
TKT000154,PMS000198,,,349,2026-02-14T09:50:00,2026-02-14T10:53:00,food_beverage,view issue,2,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-02-17
TKT000155,PMS000377,CRM000377,guest_key_00377,385,2026-09-23T17:12:00,2026-09-23T08:19:00,front_desk,spa issue,5,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-09-23
TKT000156,PMS000454,CRM000454,guest_key_00454,478,2026-02-28T07:58:00,2026-02-28T08:49:00,food_beverage,arrival valet,3,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-03-01
TKT000157,PMS000990,,guest_key_00990,441,2026-04-21T14:56:00,2026-04-21T08:15:00,rooms,view issue,2,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,manager_review,2026-04-21
TKT000158,PMS001273,CRM001273,guest_key_01273,311,2026-12-19T09:48:00,2026-12-19T08:23:00,food_beverage,fb service,4,false,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-12-22
TKT000159,PMS000007,CRM000007,guest_key_00007,363,2026-02-11T09:35:00,2026-02-11T09:51:00,front_desk,room type mismatch,2,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-02-11
TKT000160,PMS000808,CRM000808,guest_key_00808,343,2026-08-25T09:57:00,2026-08-25T09:36:00,food_beverage,pool access,2,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-08-28
TKT000161,PMS001259,CRM001259,guest_key_01259,,2026-02-13T17:51:00,2026-02-13T10:02:00,front_desk,room type mismatch,4,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-02-13
TKT000162,PMS000775,CRM000775,,423,2026-05-26T16:31:00,2026-05-26T08:05:00,rooms,room clean issue,,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-05-29
TKT000163,,CRM001021,guest_key_01021,440,2026-11-12T17:33:00,2026-11-12T08:40:00,rooms,hk miss,4,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,open,2026-11-14
TKT000164,,CRM000989,guest_key_00989,,2026-02-22T13:43:00,2026-02-22T08:18:00,front_desk,valet wait,3,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-02-25
TKT000165,,CRM000979,guest_key_00979,377,2026-04-02T18:27:00,2026-04-02T08:10:00,front_desk,facilities issue,3,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-04-05
TKT000166,PMS000845,,guest_key_00845,306,2026-05-26T09:04:00,2026-05-26T09:42:00,valet,room type mismatch,4,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-05-26
TKT000167,PMS000637,,guest_key_00637,362,2026-10-03T21:17:00,2026-10-03T08:13:00,front_desk,wellness service,5,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-10-05
TKT000168,,,,314,2026-02-24T17:27:00,2026-02-24T08:08:00,housekeeping,view issue,,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-02-24
TKT000169,PMS000522,,,418,2026-12-23T17:30:00,2026-12-23T08:22:00,rooms,housekeeping,4,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-12-25
TKT000170,PMS001304,CRM001304,guest_key_01304,374,2026-06-23T22:17:00,2026-06-23T08:11:00,front_desk,arrival delay,3,false,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-06-26
TKT000171,,CRM001020,,,2026-05-07T12:17:00,2026-05-07T09:38:00,front_desk,arrival delay,4,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-05-09
TKT000172,PMS001323,CRM001323,guest_key_01323,419,2026-06-09T13:08:00,2026-06-09T08:47:00,front_desk,neighbor noise,1,false,Guest reported disrupted rest and expected a more serene stay.,closed,2026-06-11
TKT000173,PMS000863,CRM000863,guest_key_00863,,2026-02-02T07:11:00,2026-02-02T08:39:00,rooms,parking,4,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,open,2026-02-05
TKT000174,PMS000195,CRM000195,guest_key_00195,,2026-05-03T12:14:00,2026-05-03T08:33:00,rooms,engineering,4,false,Guest experienced a room maintenance problem requiring staff response.,manager_review,2026-05-04
TKT000175,PMS000117,CRM000117,guest_key_00117,435,2026-02-13T13:14:00,2026-02-13T08:42:00,engineering,noise,4,true,Guest reported disrupted rest and expected a more serene stay.,closed,2026-02-15
TKT000176,PMS000253,CRM000253,guest_key_00253,457,2026-07-03T13:10:00,2026-07-03T08:13:00,engineering,engineering,5,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-07-05
TKT000177,PMS001117,CRM001117,guest_key_01117,430,2026-12-24T11:05:00,2026-12-24T08:57:00,housekeeping,view issue,3,false,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,open,2026-12-26
TKT000178,,CRM001501,guest_key_01501,,2026-02-24T21:06:00,2026-02-24T08:58:00,front_desk,pool access,3,true,Guest expected a signature rooftop/pool experience but encountered access friction.,open,2026-02-24
TKT000179,PMS000579,CRM000579,guest_key_00579,380,2026-07-21T22:46:00,2026-07-21T09:27:00,valet,checkin wait,1,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-07-24
TKT000180,PMS000269,CRM000269,guest_key_00269,445,2026-09-27T14:42:00,2026-09-27T08:08:00,engineering,checkin wait,,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-09-30
TKT000181,PMS001435,CRM001435,guest_key_01435,434,2026-11-24T22:22:00,2026-11-24T08:17:00,housekeeping,wrong room,2,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-11-24
TKT000182,PMS000979,CRM000979,guest_key_00979,,2026-04-02T16:08:00,2026-04-02T08:30:00,housekeeping,restaurant issue,3,false,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-04-03
TKT000183,PMS001408,CRM001408,guest_key_01408,364,2026-03-11T13:10:00,2026-03-11T09:21:00,housekeeping,arrival delay,4,false,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-03-14
TKT000184,PMS000565,CRM000565,guest_key_00565,,2026-02-06T13:27:00,2026-02-06T09:45:00,front_desk,hk miss,2,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-02-09
TKT000185,PMS001517,CRM001517,guest_key_01517,,2026-10-10T19:51:00,2026-10-10T08:05:00,front_desk,pool wait,4,true,Guest expected a signature rooftop/pool experience but encountered access friction.,open,2026-10-12
TKT000186,PMS000926,CRM000926,guest_key_00926,322,2026-06-03T07:44:00,2026-06-03T08:12:00,rooms,neighbor noise,4,true,Guest reported disrupted rest and expected a more serene stay.,manager_review,2026-06-04
TKT000187,PMS000498,,guest_key_00498,349,2026-01-04T16:12:00,2026-01-04T08:31:00,rooms,wellness service,3,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-01-04
TKT000188,PMS000210,,guest_key_00210,415,2026-06-02T22:22:00,2026-06-02T08:18:00,housekeeping,facilities issue,3,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-06-02
TKT000189,PMS000800,,guest_key_00800,310,2026-05-26T17:53:00,2026-05-26T08:55:00,engineering,neighbor noise,2,true,Guest reported disrupted rest and expected a more serene stay.,closed,2026-05-27
TKT000190,PMS001453,CRM001453,guest_key_01453,310,2026-10-10T21:35:00,2026-10-10T08:42:00,front_desk,dining delay,1,false,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-10-13
TKT000191,PMS000576,CRM000576,guest_key_00576,305,2026-01-20T13:55:00,2026-01-20T08:54:00,rooms,order problem,2,false,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-01-21
TKT000192,PMS000740,CRM000740,guest_key_00740,,2026-06-25T21:14:00,2026-06-25T08:30:00,front_desk,room_not_ready,4,false,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-06-26
TKT000193,PMS001317,CRM001317,guest_key_01317,448,2026-10-01T08:22:00,2026-10-01T08:04:00,front_desk,room clean issue,3,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-10-04
TKT000194,PMS000411,CRM000411,guest_key_00411,,2026-02-13T16:22:00,2026-02-13T08:17:00,engineering,folio issue,2,false,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-02-13
TKT000195,PMS001500,CRM001500,guest_key_01500,349,2026-06-21T13:04:00,2026-06-21T08:10:00,engineering,dining delay,2,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-06-21
TKT000196,PMS001077,CRM001077,guest_key_01077,439,2026-10-23T11:29:00,2026-10-23T08:54:00,front_desk,spa recovery,2,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-10-24
TKT000197,PMS001536,CRM001536,guest_key_01536,381,2026-08-09T07:10:00,2026-08-09T08:17:00,rooms,wellness service,5,false,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-08-10
TKT000198,PMS001207,CRM001207,,,2026-08-02T14:43:00,2026-08-02T08:51:00,engineering,fee dispute,5,true,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-08-05
TKT000199,PMS000337,CRM000337,guest_key_00337,330,2026-03-27T18:51:00,2026-03-27T08:49:00,spa_wellness,late room,3,false,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-03-27
TKT000200,PMS001570,CRM001570,,409,2026-03-08T20:56:00,2026-03-08T08:31:00,front_desk,spa recovery,3,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-03-11
TKT000201,PMS000036,CRM000036,guest_key_00036,437,2026-02-23T08:11:00,2026-02-23T08:25:00,housekeeping,arrival delay,2,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-02-23
TKT000202,PMS001102,CRM001102,guest_key_01102,,2026-11-01T07:05:00,2026-11-01T08:22:00,food_beverage,maintenance,,false,Guest experienced a room maintenance problem requiring staff response.,merged_duplicate,2026-11-03
TKT000203,PMS000591,CRM000591,guest_key_00591,,2026-07-14T22:19:00,2026-07-14T08:33:00,front_desk,folio issue,1,true,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-07-14
TKT000204,PMS001414,CRM001414,guest_key_01414,388,2026-12-30T10:36:00,2026-12-30T08:13:00,rooms,valet wait,1,false,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-12-30
TKT000205,PMS000785,CRM000785,guest_key_00785,407,2026-06-05T09:29:00,2026-06-05T08:28:00,engineering,fee dispute,1,true,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-06-08
TKT000206,PMS000627,,,378,2026-08-02T08:04:00,2026-08-02T08:41:00,housekeeping,view issue,,false,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-08-02
TKT000207,PMS000193,CRM000193,guest_key_00193,464,2026-07-24T20:57:00,2026-07-24T08:10:00,valet,car delay,1,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-07-26
TKT000208,PMS000353,,guest_key_00353,365,2026-06-14T19:45:00,2026-06-14T08:44:00,housekeeping,neighbor noise,,true,Guest reported disrupted rest and expected a more serene stay.,manager_review,2026-06-17
TKT000209,,CRM000478,guest_key_00478,444,2026-11-03T16:08:00,2026-11-03T08:48:00,rooms,room_not_ready,2,false,Guest waited past arrival time and felt the welcome experience did not match the rate.,open,2026-11-05
TKT000210,PMS000359,,guest_key_00359,459,2026-03-21T16:47:00,2026-03-21T08:24:00,rooms,restaurant issue,1,false,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-03-21
TKT000211,PMS000548,,,439,2026-04-27T18:46:00,2026-04-27T08:32:00,rooms,wrong room,3,false,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-04-29
TKT000212,PMS000980,CRM000980,guest_key_00980,353,2026-10-25T08:35:00,2026-10-25T08:32:00,front_desk,charge question,2,true,Guest questioned a charge and felt the explanation was not clear enough.,manager_review,2026-10-26
TKT000213,PMS001427,,guest_key_01427,,2026-03-27T12:36:00,2026-03-27T08:49:00,rooms,wrong room,3,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-03-29
TKT000214,PMS000450,CRM000450,guest_key_00450,319,2026-07-13T17:36:00,2026-07-13T09:04:00,rooms,arrival delay,5,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-07-15
TKT000215,PMS000702,CRM000702,guest_key_00702,,2026-12-31T07:49:00,2026-12-31T08:37:00,front_desk,linen/turndown,4,false,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-12-31
TKT000216,PMS001481,CRM001481,guest_key_01481,336,2026-09-06T19:21:00,2026-09-06T08:49:00,food_beverage,room_not_ready,5,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,manager_review,2026-09-09
TKT000217,PMS000953,CRM000953,,386,2026-01-29T19:17:00,2026-01-29T08:29:00,engineering,engineering,2,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-01-30
TKT000218,PMS000228,CRM000228,guest_key_00228,308,2026-11-18T10:04:00,2026-11-18T08:11:00,spa_wellness,treatment delay,3,true,Guest reported that a wellness or spa experience did not meet expectations.,merged_duplicate,2026-11-21
TKT000219,PMS000580,,guest_key_00580,399,2026-03-05T18:03:00,2026-03-05T09:07:00,housekeeping,parking,3,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-03-05
TKT000220,PMS000657,CRM000657,guest_key_00657,399,2026-08-24T19:15:00,2026-08-24T08:41:00,engineering,late room,,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,manager_review,2026-08-24
TKT000221,PMS001275,CRM001275,guest_key_01275,474,2026-12-15T21:36:00,2026-12-15T08:46:00,front_desk,valet wait,2,false,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-12-17
TKT000222,PMS001108,CRM001108,,349,2026-08-23T07:16:00,2026-08-23T08:50:00,rooms,view issue,3,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-08-26
TKT000223,,CRM001363,guest_key_01363,398,2026-12-04T07:43:00,2026-12-04T08:46:00,housekeeping,noise,,true,Guest reported disrupted rest and expected a more serene stay.,closed,2026-12-05
TKT000224,PMS000425,CRM000425,,378,2026-08-19T21:57:00,2026-08-19T09:46:00,food_beverage,maintenance,5,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-08-21
TKT000225,,CRM000901,guest_key_00901,382,2026-11-20T10:59:00,2026-11-20T08:03:00,valet,checkin wait,2,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-11-22
TKT000226,PMS000861,CRM000861,guest_key_00861,470,2026-08-30T15:07:00,2026-08-30T08:36:00,food_beverage,street noise,2,true,Guest reported disrupted rest and expected a more serene stay.,closed,2026-09-01
TKT000227,PMS000798,CRM000798,,347,2026-08-03T13:35:00,2026-08-03T08:33:00,rooms,room clean issue,5,false,Guest reported a housekeeping miss that made the room feel below luxury standard.,merged_duplicate,2026-08-04
TKT000228,PMS001551,CRM001551,guest_key_01551,412,2026-08-04T21:15:00,2026-08-04T08:40:00,rooms,view issue,3,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,manager_review,2026-08-04
TKT000229,,CRM001270,guest_key_01270,473,2026-09-28T15:29:00,2026-09-28T09:21:00,housekeeping,folio issue,,false,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-10-01
TKT000230,PMS001590,CRM001590,guest_key_01590,418,2026-07-22T14:42:00,2026-07-22T09:21:00,spa_wellness,arrival delay,3,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-07-24
TKT000231,PMS000864,CRM000864,guest_key_00864,424,2026-06-20T15:37:00,2026-06-20T08:28:00,rooms,room type mismatch,4,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,merged_duplicate,2026-06-22
TKT000232,PMS000407,,guest_key_00407,454,2026-05-16T12:17:00,2026-05-16T08:06:00,front_desk,facilities issue,,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-05-18
TKT000233,PMS000348,,guest_key_00348,,2026-01-11T19:24:00,2026-01-11T08:12:00,food_beverage,arrival valet,3,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-01-12
TKT000234,PMS000824,CRM000824,guest_key_00824,,2026-07-16T09:35:00,2026-07-16T09:56:00,housekeeping,valet wait,2,false,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-07-16
TKT000235,PMS001534,CRM001534,guest_key_01534,339,2026-09-28T16:12:00,2026-09-28T08:56:00,front_desk,room_not_ready,4,false,Guest waited past arrival time and felt the welcome experience did not match the rate.,merged_duplicate,2026-09-29
TKT000236,PMS001013,CRM001013,guest_key_01013,397,2026-04-20T10:38:00,2026-04-20T09:21:00,housekeeping,spa recovery,4,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-04-22
TKT000237,,CRM000023,guest_key_00023,422,2026-01-06T09:01:00,2026-01-06T08:14:00,front_desk,noise,1,true,Guest reported disrupted rest and expected a more serene stay.,manager_review,2026-01-09
TKT000238,PMS001178,CRM001178,,327,2026-03-14T20:28:00,2026-03-14T08:25:00,food_beverage,neighbor noise,3,true,Guest reported disrupted rest and expected a more serene stay.,closed,2026-03-16
TKT000239,PMS001214,CRM001214,,302,2026-02-01T18:52:00,2026-02-01T08:02:00,rooms,room_not_ready,4,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-02-04
TKT000240,PMS001519,CRM001519,guest_key_01519,422,2026-10-25T22:42:00,2026-10-25T08:46:00,housekeeping,folio issue,3,false,Guest questioned a charge and felt the explanation was not clear enough.,merged_duplicate,2026-10-26
TKT000241,PMS000200,,guest_key_00200,348,2026-11-06T11:26:00,2026-11-06T08:53:00,engineering,room equipment,5,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-11-06
TKT000242,PMS000191,CRM000191,guest_key_00191,306,2026-02-23T08:09:00,2026-02-23T08:12:00,engineering,wellness service,,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-02-25
TKT000243,PMS000972,CRM000972,guest_key_00972,460,2026-05-12T20:58:00,2026-05-12T08:41:00,spa_wellness,checkin wait,4,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-05-15
TKT000244,PMS000554,CRM000554,guest_key_00554,,2026-10-27T17:44:00,2026-10-27T08:51:00,front_desk,cabana issue,5,false,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-10-29
TKT000245,PMS000245,CRM000245,guest_key_00245,307,2026-11-03T13:20:00,2026-11-03T08:44:00,front_desk,arrival delay,3,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,manager_review,2026-11-03
TKT000246,PMS001410,CRM001410,guest_key_01410,336,2026-11-04T13:49:00,2026-11-04T08:23:00,housekeeping,upgrade expectation,5,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-11-05
TKT000247,,CRM000547,guest_key_00547,411,2026-11-19T12:59:00,2026-11-19T09:31:00,valet,linen/turndown,3,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,merged_duplicate,2026-11-19
TKT000248,PMS001452,,guest_key_01452,390,2026-04-11T08:09:00,2026-04-11T08:36:00,spa_wellness,facilities issue,2,false,Guest experienced a room maintenance problem requiring staff response.,closed,2026-04-11
TKT000249,PMS000772,,guest_key_00772,408,2026-01-15T13:43:00,2026-01-15T09:33:00,valet,engineering,1,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-01-16
TKT000250,PMS000159,CRM000159,guest_key_00159,,2026-08-08T16:41:00,2026-08-08T08:31:00,engineering,wellness service,4,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-08-11
TKT000251,PMS001142,,guest_key_01142,467,2026-04-13T11:47:00,2026-04-13T08:54:00,front_desk,wellness service,2,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-04-13
TKT000252,PMS000605,CRM000605,guest_key_00605,432,2026-02-04T14:48:00,2026-02-04T08:02:00,food_beverage,order problem,2,false,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-02-04
TKT000253,PMS000844,CRM000844,guest_key_00844,323,2026-09-03T10:13:00,2026-09-03T08:22:00,rooms,billing,5,false,Guest questioned a charge and felt the explanation was not clear enough.,manager_review,2026-09-06
TKT000254,PMS001449,CRM001449,guest_key_01449,402,2026-12-31T19:24:00,2026-12-31T08:29:00,rooms,valet wait,3,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,open,2027-01-03
TKT000255,PMS000606,CRM000606,guest_key_00606,302,2026-01-14T07:00:00,2026-01-14T08:35:00,rooms,room type mismatch,4,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-01-17
TKT000256,PMS000208,CRM000208,guest_key_00208,,2026-12-26T08:53:00,2026-12-26T09:50:00,housekeeping,view issue,4,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-12-28
TKT000257,PMS000510,CRM000510,,338,2026-06-01T14:05:00,2026-06-01T08:34:00,front_desk,engineering,4,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-06-03
TKT000258,PMS000612,CRM000612,guest_key_00612,,2026-07-20T09:56:00,2026-07-20T09:49:00,food_beverage,restaurant issue,,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-07-20
TKT000259,PMS000643,CRM000643,guest_key_00643,336,2026-12-20T10:25:00,2026-12-20T08:16:00,front_desk,restaurant issue,2,false,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-12-20
TKT000260,PMS000261,,guest_key_00261,,2026-04-08T21:24:00,2026-04-08T08:31:00,front_desk,cabana issue,1,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-04-11
TKT000261,,CRM001234,guest_key_01234,,2026-08-28T09:11:00,2026-08-28T09:18:00,housekeeping,fb service,2,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-08-30
TKT000262,PMS000249,,guest_key_00249,313,2026-10-01T16:05:00,2026-10-01T08:15:00,food_beverage,valet wait,2,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-10-04
TKT000263,PMS000187,CRM000187,,387,2026-02-26T14:43:00,2026-02-26T08:32:00,rooms,sleep disruption,2,true,Guest reported disrupted rest and expected a more serene stay.,closed,2026-03-01
TKT000264,PMS000805,CRM000805,guest_key_00805,426,2026-08-19T20:44:00,2026-08-19T08:58:00,front_desk,room_not_ready,4,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-08-20
TKT000265,PMS001211,CRM001211,guest_key_01211,443,2026-11-11T18:50:00,2026-11-11T08:01:00,engineering,charge question,4,false,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-11-13
TKT000266,PMS000820,,guest_key_00820,466,2026-10-10T18:33:00,2026-10-10T08:24:00,food_beverage,car delay,1,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-10-10
TKT000267,PMS000511,,guest_key_00511,430,2026-01-30T21:29:00,2026-01-30T08:05:00,rooms,billing,4,false,Guest questioned a charge and felt the explanation was not clear enough.,closed,2026-01-31
TKT000268,PMS000442,CRM000442,guest_key_00442,422,2026-06-03T16:55:00,2026-06-03T08:49:00,front_desk,treatment delay,3,true,Guest reported that a wellness or spa experience did not meet expectations.,closed,2026-06-04
TKT000269,PMS001152,CRM001152,guest_key_01152,322,2026-07-07T20:42:00,2026-07-07T08:57:00,rooms,sleep disruption,2,false,Guest reported disrupted rest and expected a more serene stay.,closed,2026-07-08
TKT000270,PMS001366,CRM001366,,304,2026-06-03T16:41:00,2026-06-03T08:48:00,front_desk,maintenance,3,true,Guest experienced a room maintenance problem requiring staff response.,closed,2026-06-05
TKT000271,PMS000412,CRM000412,guest_key_00412,345,2026-11-06T14:46:00,2026-11-06T08:23:00,housekeeping,hk miss,4,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-11-08
